Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G98	G21	G98	enet	2	-0.4215476624428845	0.4215476624428845	1.0				-0.4215476624428845	0.4215476624428845	1.0
G46-G57	G46	G57	enet	2	-0.405743750102151	0.405743750102151	1.0				-0.405743750102151	0.405743750102151	1.0
G41-G76	G41	G76	enet	2	-0.38674360869203556	0.38674360869203556	1.0				-0.38674360869203556	0.38674360869203556	1.0
G21-G26	G21	G26	enet	2	-0.3655499684235861	0.3655499684235861	1.0				-0.3655499684235861	0.3655499684235861	1.0
G9-G93	G9	G93	enet	2	-0.34931812635397264	0.34931812635397264	1.0				-0.34931812635397264	0.34931812635397264	1.0
G37-G29	G37	G29	enet	2	-0.324408256865029	0.324408256865029	1.0	-0.14510913778523726	0.14510913778523726	2.0	-0.324408256865029	0.324408256865029	1.0
G41-G51	G41	G51	enet	2	-0.31066052660402127	0.31066052660402127	1.0				-0.31066052660402127	0.31066052660402127	1.0
G9-G31	G9	G31	enet	2	0.2958054867206311	0.2958054867206311	1.0				0.2958054867206311	0.2958054867206311	1.0
G37-G72	G37	G72	enet	2	-0.2871979545245833	0.2871979545245833	1.0				-0.2871979545245833	0.2871979545245833	1.0
G51-G43	G51	G43	enet	2	0.28360641276180526	0.28360641276180526	1.0				0.28360641276180526	0.28360641276180526	1.0
G21-G62	G21	G62	enet	2	-0.27950504793288633	0.27950504793288633	1.0				-0.27950504793288633	0.27950504793288633	1.0
G9-G43	G9	G43	enet	2	-0.27607876467407116	0.27607876467407116	1.0				-0.27607876467407116	0.27607876467407116	1.0
G90-G100	G90	G100	enet	2	0.2601274379392467	0.2601274379392467	1.0				0.2601274379392467	0.2601274379392467	1.0
G37-G74	G37	G74	enet	2	-0.2569775268370052	0.2569775268370052	1.0				-0.2569775268370052	0.2569775268370052	1.0
G43-G44	G43	G44	enet	2	0.25305090312842216	0.25305090312842216	1.0				0.25305090312842216	0.25305090312842216	1.0
G56-G36	G56	G36	enet	2	0.2508872765522779	0.2508872765522779	1.0				0.2508872765522779	0.2508872765522779	1.0
G21-G99	G21	G99	enet	2	-0.24647433885177522	0.24647433885177522	1.0				-0.24647433885177522	0.24647433885177522	1.0
G46-G47	G46	G47	enet	2	0.24144696048684477	0.24144696048684477	1.0				0.24144696048684477	0.24144696048684477	1.0
G80-G91	G80	G91	enet	2	0.23360456759153048	0.23360456759153048	1.0				0.23360456759153048	0.23360456759153048	1.0
