Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G31-G93	G31	G93	-0.3102130127080241	0.3102130127080241	enet	2	2
G34-G74	G34	G74	0.24368757088238724	0.24368757088238724	enet	2	2
G75-G47	G75	G47	-0.22268874935257205	0.22268874935257205	enet	2	2
G65-G57	G65	G57	-0.22229910268173048	0.22229910268173048	enet	2	2
G35-G37	G35	G37	-0.22068484153937734	0.22068484153937734	enet	2	2
G31-G43	G31	G43	-0.2156177735210212	0.2156177735210212	enet	2	2
G94-G95	G94	G95	0.2085434400630458	0.2085434400630458	enet	2	2
G34-G98	G34	G98	-0.20847783647501314	0.20847783647501314	enet	2	2
G75-G37	G75	G37	-0.2075053533329523	0.2075053533329523	enet	2	2
G17-G29	G17	G29	-0.1945215497197532	0.1945215497197532	enet	2	2
G92-G79	G92	G79	0.19401872889191518	0.19401872889191518	enet	2	2
G65-G52	G65	G52	0.19043091187826308	0.19043091187826308	enet	2	2
G34-G52	G34	G52	-0.18516344831887047	0.18516344831887047	enet	2	2
G31-G76	G31	G76	-0.1849523320725699	0.1849523320725699	enet	2	2
G44-G36	G44	G36	-0.18445192704942287	0.18445192704942287	enet	2	2
G25-G76	G25	G76	-0.18353369994247476	0.18353369994247476	enet	2	2
G31-G9	G31	G9	0.1828568711941227	0.1828568711941227	enet	2	2
G45-G29	G45	G29	0.1777778895911185	0.1777778895911185	enet	2	2
G9-G46	G9	G46	0.1776788519840048	0.1776788519840048	enet	2	2
G8-G52	G8	G52	0.1755583834011617	0.1755583834011617	enet	2	2
G31-G41	G31	G41	0.17450165860870598	0.17450165860870598	enet	2	2
G65-G99	G65	G99	-0.17288476211519638	0.17288476211519638	enet	2	2
G65-G18	G65	G18	0.17152716251613948	0.17152716251613948	enet	2	2
G1-G46	G1	G46	0.1694423692009097	0.1694423692009097	enet	2	2
G54-G46	G54	G46	-0.16935081052928383	0.16935081052928383	enet	2	2
G98-G99	G98	G99	0.16889092993290084	0.16889092993290084	enet	2	2
G28-G76	G28	G76	0.16854076423144398	0.16854076423144398	enet	2	2
G75-G71	G75	G71	0.16789516086452239	0.16789516086452239	enet	2	2
G99-G36	G99	G36	0.16705270416261814	0.16705270416261814	enet	2	2
G84-G72	G84	G72	-0.16565235794064884	0.16565235794064884	enet	2	2
G67-G29	G67	G29	-0.1652724077923149	0.1652724077923149	enet	2	2
G75-G72	G75	G72	0.16498599593373353	0.16498599593373353	enet	2	2
G94-G36	G94	G36	0.16372012131662644	0.16372012131662644	enet	2	2
G31-G100	G31	G100	-0.16336805267978574	0.16336805267978574	enet	2	2
G34-G36	G34	G36	-0.16158061906976737	0.16158061906976737	enet	2	2
G100-G36	G100	G36	0.16080947632976964	0.16080947632976964	enet	2	2
G31-G78	G31	G78	-0.15778494561258727	0.15778494561258727	enet	2	2
G31-G83	G31	G83	-0.15660787372426854	0.15660787372426854	enet	2	2
G99-G83	G99	G83	-0.15613438895080195	0.15613438895080195	enet	2	2
G39-G64	G39	G64	0.15432066688424909	0.15432066688424909	enet	2	2
G61-G48	G61	G48	-0.15316233448369457	0.15316233448369457	enet	2	2
G75-G22	G75	G22	0.152513465000552	0.152513465000552	enet	2	2
G81-G18	G81	G18	0.1500486534466944	0.1500486534466944	enet	2	2
G75-G48	G75	G48	-0.14995215631760458	0.14995215631760458	enet	2	2
G53-G23	G53	G23	-0.14849634800367284	0.14849634800367284	enet	2	2
G50-G37	G50	G37	0.14616195023635617	0.14616195023635617	enet	2	2
G48-G76	G48	G76	-0.14457500166259324	0.14457500166259324	enet	2	2
G17-G69	G17	G69	0.144172471507848	0.144172471507848	enet	2	2
G8-G37	G8	G37	0.1435156381115202	0.1435156381115202	enet	2	2
G99-G63	G99	G63	-0.14242707419889383	0.14242707419889383	enet	2	2
G57-G7	G57	G7	0.14148829686892175	0.14148829686892175	enet	2	2
G35-G54	G35	G54	-0.14077283981813796	0.14077283981813796	enet	2	2
G44-G89	G44	G89	-0.14075857093959057	0.14075857093959057	enet	2	2
G85-G93	G85	G93	-0.13947293144037876	0.13947293144037876	enet	2	2
G98-G74	G98	G74	-0.13918039753288608	0.13918039753288608	enet	2	2
G61-G29	G61	G29	0.1389495663974438	0.1389495663974438	enet	2	2
G2-G5	G2	G5	0.13833635364496497	0.13833635364496497	enet	2	2
G79-G100	G79	G100	0.13731783520186902	0.13731783520186902	enet	2	2
G83-G46	G83	G46	0.13719169213948595	0.13719169213948595	enet	2	2
G61-G46	G61	G46	-0.1367828985339162	0.1367828985339162	enet	2	2
G75-G74	G75	G74	0.13588195682279497	0.13588195682279497	enet	2	2
G34-G27	G34	G27	-0.1358073352307405	0.1358073352307405	enet	2	2
G7-G56	G7	G56	-0.1349758649072442	0.1349758649072442	enet	2	2
G90-G37	G90	G37	0.1344188339402055	0.1344188339402055	enet	2	2
G88-G36	G88	G36	0.13416204228680376	0.13416204228680376	enet	2	2
G94-G79	G94	G79	-0.13395641713306744	0.13395641713306744	enet	2	2
G45-G42	G45	G42	-0.1337384546434754	0.1337384546434754	enet	2	2
G24-G76	G24	G76	0.13343994719510754	0.13343994719510754	enet	2	2
G65-G40	G65	G40	0.13310826454422522	0.13310826454422522	enet	2	2
G34-G75	G34	G75	0.13079326797024607	0.13079326797024607	enet	2	2
G99-G24	G99	G24	0.1291628231316675	0.1291628231316675	enet	2	2
G84-G63	G84	G63	-0.12912570924394362	0.12912570924394362	enet	2	2
G28-G3	G28	G3	-0.12814520747511954	0.12814520747511954	enet	2	2
G42-G51	G42	G51	-0.12773620189687412	0.12773620189687412	enet	2	2
G69-G63	G69	G63	-0.12723227547634527	0.12723227547634527	enet	2	2
G65-G47	G65	G47	0.12683541217616764	0.12683541217616764	enet	2	2
G31-G51	G31	G51	-0.1265789849929139	0.1265789849929139	enet	2	2
G52-G27	G52	G27	0.12639169168740474	0.12639169168740474	enet	2	2
G90-G29	G90	G29	-0.1260477157178287	0.1260477157178287	enet	2	2
G57-G44	G57	G44	-0.1258957937601494	0.1258957937601494	enet	2	2
G75-G53	G75	G53	-0.12553072063270454	0.12553072063270454	enet	2	2
G58-G70	G58	G70	0.12534477956344084	0.12534477956344084	enet	2	2
G1-G98	G1	G98	0.12467999449562367	0.12467999449562367	enet	2	2
G10-G46	G10	G46	-0.12388946202702293	0.12388946202702293	enet	2	2
G94-G4	G94	G4	-0.12340249653842573	0.12340249653842573	enet	2	2
G52-G89	G52	G89	0.12336425450585493	0.12336425450585493	enet	2	2
G51-G48	G51	G48	-0.12336361754840719	0.12336361754840719	enet	2	2
G34-G76	G34	G76	-0.12326205933624336	0.12326205933624336	enet	2	2
G51-G56	G51	G56	0.12319480574855819	0.12319480574855819	enet	2	2
G88-G42	G88	G42	0.12262448257903256	0.12262448257903256	enet	2	2
G35-G51	G35	G51	-0.1224490838885797	0.1224490838885797	enet	2	2
G10-G37	G10	G37	-0.12240484202035948	0.12240484202035948	enet	2	2
G1-G76	G1	G76	0.12226158424976352	0.12226158424976352	enet	2	2
G87-G83	G87	G83	-0.12212330404820865	0.12212330404820865	enet	2	2
G70-G7	G70	G7	0.12191063522788977	0.12191063522788977	enet	2	2
G55-G46	G55	G46	0.12151858803918823	0.12151858803918823	enet	2	2
G91-G4	G91	G4	-0.12095311728686639	0.12095311728686639	enet	2	2
G48-G65	G48	G65	-0.12043964072442953	0.12043964072442953	enet	2	2
G87-G76	G87	G76	-0.12030448429845177	0.12030448429845177	enet	2	2
