Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G41-G46	G41	G46	enet	2	-0.4062525572084626	0.4062525572084626	1.0				-0.4062525572084626	0.4062525572084626	1.0
G46-G57	G46	G57	enet	2	-0.39650831603018033	0.39650831603018033	1.0	-0.10492599032888783	0.10492599032888783	2.0	-0.39650831603018033	0.39650831603018033	1.0
G31-G93	G31	G93	enet	2	-0.3870651243565626	0.3870651243565626	1.0				-0.3870651243565626	0.3870651243565626	1.0
G37-G29	G37	G29	enet	2	-0.33817334040481445	0.33817334040481445	1.0	-0.13843956241616873	0.13843956241616873	2.0	-0.33817334040481445	0.33817334040481445	1.0
G41-G51	G41	G51	enet	2	-0.32729161574322985	0.32729161574322985	1.0				-0.32729161574322985	0.32729161574322985	1.0
G37-G72	G37	G72	enet	2	-0.3101847583700106	0.3101847583700106	1.0	-0.008527107412254546	0.008527107412254546	2.0	-0.3101847583700106	0.3101847583700106	1.0
G21-G98	G21	G98	enet	2	-0.3095680798197965	0.3095680798197965	1.0				-0.3095680798197965	0.3095680798197965	1.0
G46-G47	G46	G47	enet	2	0.29961666436143186	0.29961666436143186	1.0	0.06928923199546044	0.06928923199546044	2.0	0.29961666436143186	0.29961666436143186	1.0
G31-G83	G31	G83	enet	2	-0.2902993864470394	0.2902993864470394	1.0	0.12902983292763512	0.12902983292763512	2.0	-0.2902993864470394	0.2902993864470394	1.0
G23-G24	G23	G24	enet	2	0.28229535984714205	0.28229535984714205	1.0				0.28229535984714205	0.28229535984714205	1.0
G91-G43	G91	G43	enet	2	0.2708649861876973	0.2708649861876973	1.0	0.2247622537326174	0.2247622537326174	2.0	0.2708649861876973	0.2708649861876973	1.0
G21-G99	G21	G99	enet	2	-0.2624858604948271	0.2624858604948271	1.0	-0.07328032602128794	0.07328032602128794	2.0	-0.2624858604948271	0.2624858604948271	1.0
G90-G83	G90	G83	enet	2	0.2610352118948087	0.2610352118948087	1.0				0.2610352118948087	0.2610352118948087	1.0
G43-G10	G43	G10	enet	2	0.25881442828823975	0.25881442828823975	1.0	0.03410302912283066	0.03410302912283066	2.0	0.25881442828823975	0.25881442828823975	1.0
G46-G22	G46	G22	enet	2	-0.2494513776154113	0.2494513776154113	1.0	-0.10698371491653298	0.10698371491653298	2.0	-0.2494513776154113	0.2494513776154113	1.0
G46-G53	G46	G53	enet	2	0.24884023719330775	0.24884023719330775	1.0	0.14972875253667	0.14972875253667	2.0	0.24884023719330775	0.24884023719330775	1.0
G40-G93	G40	G93	enet	2	0.24262303972929003	0.24262303972929003	1.0	-0.13069745106440095	0.13069745106440095	2.0	0.24262303972929003	0.24262303972929003	1.0
