gene	t0_rep4	t1_rep4	t2_rep4	t3_rep4	t4_rep4	t5_rep4	t6_rep4	t7_rep4	t8_rep4	t9_rep4	t10_rep4	t11_rep4	t12_rep4	t13_rep4	t14_rep4	t15_rep4	t16_rep4	t17_rep4	t18_rep4	t19_rep4	t20_rep4
G1	-0.61175913038	-0.897476458348	1.02519563611	0.686396772347	1.58536403691	-0.336245029888	1.27285902453	-0.719827686722	-0.558434966942	-0.912820818459	-0.561770484289	-1.15339286269	-0.818281203804	0.212104463925	1.10425854831	-0.634676413784	-1.12412621002	1.0365629861	1.64844906127	-1.40973754157	1.16735827737
G2	0.284001849662	-0.235200319004	1.47949807524	0.40965587398	0.0382538860506	1.74207568874	0.971633673411	0.19049531461	0.303337110292	0.867177473252	0.543549346727	-0.109370918173	-1.70304652715	1.64159956112	-0.81529061504	-1.80613219233	-0.877692176768	-0.0440139374182	-0.901272198571	-1.35968854283	-0.619570425805
G3	-0.715237327503	1.16681545614	-0.297259777401	0.637393235659	0.74231741872	0.885483464697	1.59116558981	-1.00378479478	0.137104870574	-0.918029254061	-1.93341385188	-0.691391428286	0.00544191843693	-0.686043038326	-0.855230599774	0.0335261344078	-0.870482178639	-0.10875248915	-0.345331672534	2.44517130734	0.780537016557
G4	-0.642711217539	-0.555591700641	0.421269697503	-0.974854898804	-0.543431812476	1.6593613147	-0.229688842982	-0.304112826595	-1.20229855799	-1.07486523627	-0.13192895897	-0.720150064829	1.14308683377	-1.11853705242	0.764399683355	-0.355310642665	-0.311214774126	0.0248132641947	2.84159983897	1.16535702357	0.144808930244
G5	-1.04338122146	-1.30469739656	-0.448850835904	1.03754592999	-1.16555055375	1.09726165335	-0.969938641874	0.716873967723	-0.785490366396	0.259199184676	-1.35601044993	0.729744337985	1.19380440166	0.981803228547	1.11174206751	-0.0420150134791	1.3090557228	0.228303309418	1.02871158608	-1.08370967081	-1.49440123958
G6	-0.335809427445	2.84943269262	0.8612496656	-0.4334610225	-0.604925132809	-0.792941091495	-0.334039478815	-0.600428870611	0.804279949184	-1.31677314845	-0.761882129914	-1.13978906136	-0.919372536196	0.850217794	0.79669637933	0.174237504484	-0.681722584261	0.781847129939	1.57958749288	-0.335911798903	-0.440492325278
G7	-0.352069180337	-0.118374684821	0.135297247422	1.79863795757	-0.599024589672	-0.996171351609	-1.75897484598	0.0810104166295	1.44198496599	0.465566791992	-0.246518516584	-1.44001088578	1.96976191071	-0.131566970852	-1.07092388897	0.288971741551	-0.54137612229	-0.430749252279	1.23326423521	-0.748220276818	1.01948529891
G8	-0.601219245467	0.657615060767	-0.996376534163	0.322163732261	0.966803468568	-0.999962488924	-0.335513057889	-0.930493477707	-1.30043266082	1.00369589055	-0.994527957693	0.514320905567	1.42437129603	-1.29403988486	1.70309588004	0.994038067337	0.924100381907	-1.07041288006	0.910788690947	-1.29157561377	0.39356042738
G9	-0.455165769565	-1.2625359939	-0.984863709621	-0.810894744343	2.47973122533	-1.22674505355	-0.327743640163	-0.865525120983	-0.0928290320247	0.623242385698	-0.280758059476	-0.677250415801	1.23260574722	-0.649729150373	0.699823298193	-0.00760617627908	-0.23129955349	0.00510412794756	1.62969639193	1.6649156345	-0.462172391247
G10	-1.38193339446	0.327017161159	0.236949767303	-0.921549132883	1.33485944049	-0.674649004836	-1.69897850759	-0.0592398551964	-0.619687427877	0.0583173524845	-0.0717600921526	-0.876334929046	-0.00729968620226	1.37739797652	-0.162595334632	-0.251492210605	1.05461829772	1.03886421005	2.47608660645	-1.21634885218	0.0377576154755
G11	-0.291867101311	0.746929576679	-1.22962787474	-0.333508483597	0.931963525638	-0.913468933993	-0.639703471231	1.68382517708	-1.06618117599	0.0206365491648	-0.593020944023	0.132614657184	-0.517064538218	2.02282310773	2.34675019772	-0.81896784692	-0.903415570907	-0.270553340438	-0.310117255594	-0.614308407844	0.616262153605
G12	-0.57557061604	-0.206302295901	-0.627101852357	1.73959995581	-0.551788614528	-0.0648128677906	0.649137197234	-0.141782329227	-0.515162320764	2.01812904848	-0.155408727071	0.467080989865	0.328957504564	-0.585152746936	-0.266354310517	-1.69198301762	-1.68803183301	-0.0123326196263	-1.08403233337	1.28464881179	1.67826297701
G13	0.239931422059	-0.368409857233	-0.213278966157	1.54415778444	-0.828136202824	-0.0914305632415	-0.493707884641	0.441114800113	-0.96573150273	-0.511371239683	-0.616207883294	-0.0414173962905	-0.783942680156	-0.224790490853	1.29339563659	0.983382993983	-0.538846859948	-0.915909981584	3.19298885725	-0.0859622696012	-1.0158277162
G14	-0.173523554819	-1.28429945109	0.146630714474	1.01425904886	-0.724327280072	-0.796667394316	-0.886948389131	0.639737226772	0.0822013151841	1.6420219602	0.205088268473	-1.19670816272	1.01658125713	-0.371357958518	-0.781656994855	-1.28571875437	0.849629372208	-1.09047267832	-0.292678500813	0.973441407101	2.31476854862
G15	-0.842115015524	-0.00976955708424	-0.623423277376	2.09062547801	-0.902235823625	0.535935157912	1.69153221156	0.674954090106	-0.346926321792	-0.677439634688	1.10200248602	-0.861869931409	-0.939591765037	-0.129883292652	-0.849840696838	-0.798217081318	-0.474497295027	-0.780943683863	1.08996902399	1.89363117315	-0.841896244521
G16	-0.743872293634	0.790144642246	-0.573662948001	0.913890169874	0.191893688387	-1.4478348137	1.14956605069	-0.913141529509	0.513124765537	1.68170593428	-0.58947033368	0.162450804946	1.60934482684	0.954606557863	-0.219219433741	-1.23798330522	1.46603277659	-0.923327788007	-0.586021094416	-0.924279616585	-1.27394706077
