Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G74-G37	G74	G37	enet	2	-0.2491918106234385	0.2491918106234385	1.0	0.027579556861007364	0.027579556861007364	2.0	-0.2491918106234385	0.2491918106234385	1.0
G3-G36	G3	G36	enet	2	-0.24294091806054396	0.24294091806054396	1.0				-0.24294091806054396	0.24294091806054396	1.0
G49-G46	G49	G46	enet	2	0.2111961911838598	0.2111961911838598	1.0	0.035177408939835966	0.035177408939835966	2.0	0.2111961911838598	0.2111961911838598	1.0
G94-G63	G94	G63	enet	2	0.19968361333602438	0.19968361333602438	1.0	0.01718805711356112	0.01718805711356112	2.0	0.19968361333602438	0.19968361333602438	1.0
G92-G43	G92	G43	enet	2	0.1884920158593255	0.1884920158593255	1.0	0.025640032909982558	0.025640032909982558	2.0	0.1884920158593255	0.1884920158593255	1.0
G4-G46	G4	G46	enet	2	0.18685533914951574	0.18685533914951574	1.0				0.18685533914951574	0.18685533914951574	1.0
G94-G36	G94	G36	enet	2	-0.1858895935511799	0.1858895935511799	1.0	0.09730886863162441	0.09730886863162441	2.0	-0.1858895935511799	0.1858895935511799	1.0
G31-G93	G31	G93	enet	2	-0.18454914610778392	0.18454914610778392	1.0	-0.15188444512785762	0.15188444512785762	2.0	-0.18454914610778392	0.18454914610778392	1.0
G57-G52	G57	G52	enet	2	0.1809352889311545	0.1809352889311545	1.0				0.1809352889311545	0.1809352889311545	1.0
G73-G74	G73	G74	enet	2	0.17865091485671067	0.17865091485671067	1.0				0.17865091485671067	0.17865091485671067	1.0
G4-G37	G4	G37	enet	2	0.17781680561487587	0.17781680561487587	1.0	0.0034191694198204277	0.0034191694198204277	2.0	0.17781680561487587	0.17781680561487587	1.0
G25-G37	G25	G37	enet	2	-0.1749766620119404	0.1749766620119404	1.0				-0.1749766620119404	0.1749766620119404	1.0
G85-G36	G85	G36	enet	2	-0.17440530100791118	0.17440530100791118	1.0				-0.17440530100791118	0.17440530100791118	1.0
G94-G1	G94	G1	enet	2	-0.17248386256702197	0.17248386256702197	1.0	0.04079543150677246	0.04079543150677246	2.0	-0.17248386256702197	0.17248386256702197	1.0
G31-G83	G31	G83	enet	2	-0.17215191255266457	0.17215191255266457	1.0	-0.17269539649975948	0.17269539649975948	2.0	-0.17269539649975948	0.17269539649975948	2.0
G57-G47	G57	G47	enet	2	0.17091786334504944	0.17091786334504944	1.0	-0.048343941932464	0.048343941932464	2.0	0.17091786334504944	0.17091786334504944	1.0
G12-G100	G12	G100	enet	2	0.16804208363994802	0.16804208363994802	1.0	-0.0010740883131663177	0.0010740883131663177	2.0	0.16804208363994802	0.16804208363994802	1.0
G25-G48	G25	G48	enet	2	-0.16686005870106627	0.16686005870106627	1.0				-0.16686005870106627	0.16686005870106627	1.0
G2-G37	G2	G37	enet	2	0.16599949188010976	0.16599949188010976	1.0				0.16599949188010976	0.16599949188010976	1.0
G28-G79	G28	G79	enet	2	-0.16251293371409664	0.16251293371409664	1.0				-0.16251293371409664	0.16251293371409664	1.0
G81-G93	G81	G93	enet	2	0.1620720857009153	0.1620720857009153	1.0				0.1620720857009153	0.1620720857009153	1.0
G53-G69	G53	G69	enet	2	0.15900730634116314	0.15900730634116314	1.0				0.15900730634116314	0.15900730634116314	1.0
G45-G51	G45	G51	enet	2	0.1588315424839018	0.1588315424839018	1.0				0.1588315424839018	0.1588315424839018	1.0
G34-G52	G34	G52	enet	2	-0.15798366950188175	0.15798366950188175	1.0	-0.061094765360940134	0.061094765360940134	2.0	-0.15798366950188175	0.15798366950188175	1.0
G26-G63	G26	G63	enet	2	-0.1566891866668316	0.1566891866668316	1.0				-0.1566891866668316	0.1566891866668316	1.0
G49-G43	G49	G43	enet	2	0.15554935000582124	0.15554935000582124	1.0	0.015118747834185934	0.015118747834185934	2.0	0.15554935000582124	0.15554935000582124	1.0
G25-G51	G25	G51	enet	2	-0.15464349706784297	0.15464349706784297	1.0				-0.15464349706784297	0.15464349706784297	1.0
G25-G53	G25	G53	enet	2	-0.15449192521029537	0.15449192521029537	1.0				-0.15449192521029537	0.15449192521029537	1.0
G3-G37	G3	G37	enet	2	-0.15356134662501528	0.15356134662501528	1.0				-0.15356134662501528	0.15356134662501528	1.0
G94-G89	G94	G89	enet	2	-0.15345347998733422	0.15345347998733422	1.0				-0.15345347998733422	0.15345347998733422	1.0
G60-G26	G60	G26	enet	2	0.15302073207703001	0.15302073207703001	1.0				0.15302073207703001	0.15302073207703001	1.0
G23-G68	G23	G68	enet	2	-0.15189136850228208	0.15189136850228208	1.0	-0.06990840306798027	0.06990840306798027	2.0	-0.15189136850228208	0.15189136850228208	1.0
