Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G96-G37	G96	G37	enet	2	0.24810935918913113	0.24810935918913113	1.0				0.24810935918913113	0.24810935918913113	1.0
G100-G43	G100	G43	enet	2	-0.24771153651934374	0.24771153651934374	1.0				-0.24771153651934374	0.24771153651934374	1.0
G22-G46	G22	G46	enet	2	0.23959210725360036	0.23959210725360036	1.0				0.23959210725360036	0.23959210725360036	1.0
G8-G51	G8	G51	enet	2	0.2322325745132896	0.2322325745132896	1.0				0.2322325745132896	0.2322325745132896	1.0
G4-G37	G4	G37	enet	2	0.21251797982730414	0.21251797982730414	1.0				0.21251797982730414	0.21251797982730414	1.0
G62-G24	G62	G24	enet	2	0.2081569982344054	0.2081569982344054	1.0				0.2081569982344054	0.2081569982344054	1.0
G41-G52	G41	G52	enet	2	0.19876013152920302	0.19876013152920302	1.0				0.19876013152920302	0.19876013152920302	1.0
G22-G37	G22	G37	enet	2	0.19193591568881158	0.19193591568881158	1.0				0.19193591568881158	0.19193591568881158	1.0
G92-G43	G92	G43	enet	2	0.18670657150216682	0.18670657150216682	1.0				0.18670657150216682	0.18670657150216682	1.0
G60-G37	G60	G37	enet	2	-0.1828589139548875	0.1828589139548875	1.0				-0.1828589139548875	0.1828589139548875	1.0
G61-G96	G61	G96	enet	2	-0.1803952358456845	0.1803952358456845	1.0				-0.1803952358456845	0.1803952358456845	1.0
G70-G56	G70	G56	enet	2	0.17671859681563448	0.17671859681563448	1.0				0.17671859681563448	0.17671859681563448	1.0
G5-G44	G5	G44	enet	2	-0.17619486696199035	0.17619486696199035	1.0	-0.04970500792344469	0.04970500792344469	2.0	-0.17619486696199035	0.17619486696199035	1.0
G89-G37	G89	G37	enet	2	0.16713710749956723	0.16713710749956723	1.0	0.019704568651689916	0.019704568651689916	2.0	0.16713710749956723	0.16713710749956723	1.0
G57-G64	G57	G64	enet	2	0.16694720556661102	0.16694720556661102	1.0	0.20842518386683134	0.20842518386683134	2.0	0.20842518386683134	0.20842518386683134	2.0
G17-G7	G17	G7	enet	2	0.1662186658527925	0.1662186658527925	1.0				0.1662186658527925	0.1662186658527925	1.0
G83-G76	G83	G76	enet	2	0.1642460428849109	0.1642460428849109	1.0				0.1642460428849109	0.1642460428849109	1.0
G80-G91	G80	G91	enet	2	-0.16364084956135805	0.16364084956135805	1.0				-0.16364084956135805	0.16364084956135805	1.0
G34-G71	G34	G71	enet	2	0.16271172217771787	0.16271172217771787	1.0				0.16271172217771787	0.16271172217771787	1.0
G73-G58	G73	G58	enet	2	0.1626620257122745	0.1626620257122745	1.0	0.03877815352467701	0.03877815352467701	2.0	0.1626620257122745	0.1626620257122745	1.0
G8-G47	G8	G47	enet	2	0.16261336248752925	0.16261336248752925	1.0				0.16261336248752925	0.16261336248752925	1.0
