Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G98	G21	G98	enet	2	-0.4685154019383434	0.4685154019383434	1.0				-0.4685154019383434	0.4685154019383434	1.0
G21-G26	G21	G26	enet	2	-0.4590812352949161	0.4590812352949161	1.0	0.021319271184820885	0.021319271184820885	2.0	-0.4590812352949161	0.4590812352949161	1.0
G21-G99	G21	G99	enet	2	-0.36240554816831644	0.36240554816831644	1.0	-0.027366619543664865	0.027366619543664865	2.0	-0.36240554816831644	0.36240554816831644	1.0
G21-G62	G21	G62	enet	2	-0.35391856150965734	0.35391856150965734	1.0				-0.35391856150965734	0.35391856150965734	1.0
G25-G73	G25	G73	enet	2	0.3307080464344541	0.3307080464344541	1.0				0.3307080464344541	0.3307080464344541	1.0
G46-G57	G46	G57	enet	2	-0.3292561190382694	0.3292561190382694	1.0	-0.069800722276728	0.069800722276728	2.0	-0.3292561190382694	0.3292561190382694	1.0
G43-G44	G43	G44	enet	2	0.28412573804128377	0.28412573804128377	1.0	0.1132048244483359	0.1132048244483359	2.0	0.28412573804128377	0.28412573804128377	1.0
G88-G50	G88	G50	enet	2	0.28275288179302027	0.28275288179302027	1.0				0.28275288179302027	0.28275288179302027	1.0
G46-G53	G46	G53	enet	2	0.27608839686665165	0.27608839686665165	1.0	0.08653438145393554	0.08653438145393554	2.0	0.27608839686665165	0.27608839686665165	1.0
G66-G46	G66	G46	enet	2	0.266561486907607	0.266561486907607	1.0	-0.06489756278507364	0.06489756278507364	2.0	0.266561486907607	0.266561486907607	1.0
G43-G10	G43	G10	enet	2	0.2577214862807452	0.2577214862807452	1.0				0.2577214862807452	0.2577214862807452	1.0
G41-G51	G41	G51	enet	2	-0.2415140239769486	0.2415140239769486	1.0				-0.2415140239769486	0.2415140239769486	1.0
G41-G46	G41	G46	enet	2	-0.23968350015438109	0.23968350015438109	1.0				-0.23968350015438109	0.23968350015438109	1.0
G39-G90	G39	G90	enet	2	-0.23376543185362575	0.23376543185362575	1.0				-0.23376543185362575	0.23376543185362575	1.0
G37-G29	G37	G29	enet	2	-0.23293012770472715	0.23293012770472715	1.0	-0.23342818247889252	0.23342818247889252	2.0	-0.23342818247889252	0.23342818247889252	2.0
