Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G46-G57	G46	G57	enet	2	-0.34984957228533825	0.34984957228533825	1.0				-0.34984957228533825	0.34984957228533825	1.0
G91-G43	G91	G43	enet	2	0.33284394453671956	0.33284394453671956	1.0				0.33284394453671956	0.33284394453671956	1.0
G41-G51	G41	G51	enet	2	-0.33094096041630683	0.33094096041630683	1.0				-0.33094096041630683	0.33094096041630683	1.0
G46-G47	G46	G47	enet	2	0.32559909220731936	0.32559909220731936	1.0				0.32559909220731936	0.32559909220731936	1.0
G21-G98	G21	G98	enet	2	-0.31331002745980036	0.31331002745980036	1.0				-0.31331002745980036	0.31331002745980036	1.0
G43-G44	G43	G44	enet	2	0.31305761343694344	0.31305761343694344	1.0				0.31305761343694344	0.31305761343694344	1.0
G41-G76	G41	G76	enet	2	-0.3090022136801652	0.3090022136801652	1.0				-0.3090022136801652	0.3090022136801652	1.0
G90-G100	G90	G100	enet	2	0.30897191101718224	0.30897191101718224	1.0				0.30897191101718224	0.30897191101718224	1.0
G21-G99	G21	G99	enet	2	-0.29731273829825144	0.29731273829825144	1.0				-0.29731273829825144	0.29731273829825144	1.0
G21-G62	G21	G62	enet	2	-0.2861409108919719	0.2861409108919719	1.0				-0.2861409108919719	0.2861409108919719	1.0
G41-G46	G41	G46	enet	2	-0.28206936603248906	0.28206936603248906	1.0				-0.28206936603248906	0.28206936603248906	1.0
G43-G91	G43	G91	enet	2	0.2743080551237627	0.2743080551237627	1.0				0.2743080551237627	0.2743080551237627	1.0
G25-G73	G25	G73	enet	2	0.2616250941444274	0.2616250941444274	1.0				0.2616250941444274	0.2616250941444274	1.0
G37-G72	G37	G72	enet	2	-0.25388650279113845	0.25388650279113845	1.0				-0.25388650279113845	0.25388650279113845	1.0
G99-G75	G99	G75	enet	2	-0.24810577712808604	0.24810577712808604	1.0				-0.24810577712808604	0.24810577712808604	1.0
G46-G53	G46	G53	enet	2	0.24183000573980248	0.24183000573980248	1.0	0.1053066200353181	0.1053066200353181	2.0	0.24183000573980248	0.24183000573980248	1.0
G90-G83	G90	G83	enet	2	0.23888380365598758	0.23888380365598758	1.0				0.23888380365598758	0.23888380365598758	1.0
G46-G22	G46	G22	enet	2	-0.2365439847792764	0.2365439847792764	1.0	-0.08382765132317388	0.08382765132317388	2.0	-0.2365439847792764	0.2365439847792764	1.0
G93-G46	G93	G46	enet	2	-0.23561576168265522	0.23561576168265522	1.0				-0.23561576168265522	0.23561576168265522	1.0
G37-G74	G37	G74	enet	2	-0.23554944162691946	0.23554944162691946	1.0	-0.19057578754482002	0.19057578754482002	2.0	-0.23554944162691946	0.23554944162691946	1.0
G57-G56	G57	G56	enet	2	-0.22778985344211974	0.22778985344211974	1.0				-0.22778985344211974	0.22778985344211974	1.0
G95-G28	G95	G28	enet	2	-0.2175623983643478	0.2175623983643478	1.0				-0.2175623983643478	0.2175623983643478	1.0
G44-G45	G44	G45	enet	2	0.21481971526280028	0.21481971526280028	1.0				0.21481971526280028	0.21481971526280028	1.0
G24-G46	G24	G46	enet	2	-0.21408950767960105	0.21408950767960105	1.0				-0.21408950767960105	0.21408950767960105	1.0
G46-G49	G46	G49	enet	2	0.21312020568972834	0.21312020568972834	1.0				0.21312020568972834	0.21312020568972834	1.0
G99-G98	G99	G98	enet	2	0.21050280917470585	0.21050280917470585	1.0				0.21050280917470585	0.21050280917470585	1.0
G49-G83	G49	G83	enet	2	-0.21007439584606796	0.21007439584606796	1.0				-0.21007439584606796	0.21007439584606796	1.0
G43-G10	G43	G10	enet	2	0.20786318102745996	0.20786318102745996	1.0				0.20786318102745996	0.20786318102745996	1.0
G37-G71	G37	G71	enet	2	-0.20473129883100474	0.20473129883100474	1.0				-0.20473129883100474	0.20473129883100474	1.0
G67-G7	G67	G7	enet	2	-0.2030247661587061	0.2030247661587061	1.0				-0.2030247661587061	0.2030247661587061	1.0
G8-G47	G8	G47	enet	2	-0.20150592905886777	0.20150592905886777	1.0				-0.20150592905886777	0.20150592905886777	1.0
G44-G46	G44	G46	enet	2	-0.1953163100933694	0.1953163100933694	1.0				-0.1953163100933694	0.1953163100933694	1.0
G26-G30	G26	G30	enet	2	0.19522671304582845	0.19522671304582845	1.0				0.19522671304582845	0.19522671304582845	1.0
G21-G60	G21	G60	enet	2	-0.19181940521510132	0.19181940521510132	1.0				-0.19181940521510132	0.19181940521510132	1.0
G88-G50	G88	G50	enet	2	0.191581864518095	0.191581864518095	1.0				0.191581864518095	0.191581864518095	1.0
G68-G96	G68	G96	enet	2	-0.1895454526058818	0.1895454526058818	1.0				-0.1895454526058818	0.1895454526058818	1.0
G76-G56	G76	G56	enet	2	-0.18925439912489422	0.18925439912489422	1.0				-0.18925439912489422	0.18925439912489422	1.0
G83-G90	G83	G90	enet	2	0.18460755588544545	0.18460755588544545	1.0				0.18460755588544545	0.18460755588544545	1.0
G60-G18	G60	G18	enet	2	0.18366022546860655	0.18366022546860655	1.0				0.18366022546860655	0.18366022546860655	1.0
G64-G63	G64	G63	enet	2	0.18305047255778115	0.18305047255778115	1.0				0.18305047255778115	0.18305047255778115	1.0
G58-G46	G58	G46	enet	2	-0.18116396093394527	0.18116396093394527	1.0				-0.18116396093394527	0.18116396093394527	1.0
G5-G8	G5	G8	enet	2	0.18102027752132266	0.18102027752132266	1.0				0.18102027752132266	0.18102027752132266	1.0
G26-G34	G26	G34	enet	2	-0.1800068319013366	0.1800068319013366	1.0	-0.13391965006643566	0.13391965006643566	2.0	-0.1800068319013366	0.1800068319013366	1.0
G58-G49	G58	G49	enet	2	-0.17841178095546611	0.17841178095546611	1.0				-0.17841178095546611	0.17841178095546611	1.0
G72-G56	G72	G56	enet	2	0.1779159123645479	0.1779159123645479	1.0				0.1779159123645479	0.1779159123645479	1.0
G76-G42	G76	G42	enet	2	0.17465137655889043	0.17465137655889043	1.0				0.17465137655889043	0.17465137655889043	1.0
G46-G56	G46	G56	enet	2	-0.1745326843078342	0.1745326843078342	1.0				-0.1745326843078342	0.1745326843078342	1.0
G95-G94	G95	G94	enet	2	0.17315319874739304	0.17315319874739304	1.0				0.17315319874739304	0.17315319874739304	1.0
G21-G26	G21	G26	enet	2	-0.17153588853148036	0.17153588853148036	1.0				-0.17153588853148036	0.17153588853148036	1.0
G63-G79	G63	G79	enet	2	-0.16759636251793936	0.16759636251793936	1.0				-0.16759636251793936	0.16759636251793936	1.0
G40-G89	G40	G89	enet	2	-0.1675780304074676	0.1675780304074676	1.0				-0.1675780304074676	0.1675780304074676	1.0
G46-G58	G46	G58	enet	2	-0.16582825830743597	0.16582825830743597	1.0				-0.16582825830743597	0.16582825830743597	1.0
G66-G46	G66	G46	enet	2	0.16579317359142132	0.16579317359142132	1.0				0.16579317359142132	0.16579317359142132	1.0
G45-G92	G45	G92	enet	2	0.16478804619904672	0.16478804619904672	1.0				0.16478804619904672	0.16478804619904672	1.0
G72-G71	G72	G71	enet	2	0.16431305424446335	0.16431305424446335	1.0				0.16431305424446335	0.16431305424446335	1.0
G89-G7	G89	G7	enet	2	-0.16359932482555434	0.16359932482555434	1.0				-0.16359932482555434	0.16359932482555434	1.0
G88-G42	G88	G42	enet	2	-0.1629756010961989	0.1629756010961989	1.0	-0.20378381253292885	0.20378381253292885	2.0	-0.20378381253292885	0.20378381253292885	2.0
G37-G29	G37	G29	enet	2	-0.16291134693860856	0.16291134693860856	1.0	-0.24557869918431818	0.24557869918431818	2.0	-0.24557869918431818	0.24557869918431818	2.0
G60-G4	G60	G4	enet	2	0.1624167201335139	0.1624167201335139	1.0				0.1624167201335139	0.1624167201335139	1.0
G41-G99	G41	G99	enet	2	0.1603906516863055	0.1603906516863055	1.0				0.1603906516863055	0.1603906516863055	1.0
G21-G34	G21	G34	enet	2	0.16007491882046868	0.16007491882046868	1.0				0.16007491882046868	0.16007491882046868	1.0
G46-G26	G46	G26	enet	2	0.15835884644970802	0.15835884644970802	1.0				0.15835884644970802	0.15835884644970802	1.0
G34-G30	G34	G30	enet	2	-0.15675281328368926	0.15675281328368926	1.0				-0.15675281328368926	0.15675281328368926	1.0
G46-G18	G46	G18	enet	2	0.15648540560590543	0.15648540560590543	1.0				0.15648540560590543	0.15648540560590543	1.0
G74-G23	G74	G23	enet	2	0.15391548700188926	0.15391548700188926	1.0				0.15391548700188926	0.15391548700188926	1.0
G49-G98	G49	G98	enet	2	0.15321165091694522	0.15321165091694522	1.0				0.15321165091694522	0.15321165091694522	1.0
G9-G94	G9	G94	enet	2	-0.15115111649115406	0.15115111649115406	1.0				-0.15115111649115406	0.15115111649115406	1.0
G93-G28	G93	G28	enet	2	-0.15051791962235492	0.15051791962235492	1.0				-0.15051791962235492	0.15051791962235492	1.0
G79-G59	G79	G59	enet	2	0.15042368008020074	0.15042368008020074	1.0	0.12234781807496566	0.12234781807496566	2.0	0.15042368008020074	0.15042368008020074	1.0
G90-G99	G90	G99	enet	2	0.14987066873076774	0.14987066873076774	1.0				0.14987066873076774	0.14987066873076774	1.0
G98-G26	G98	G26	enet	2	0.14852433120972663	0.14852433120972663	1.0				0.14852433120972663	0.14852433120972663	1.0
G49-G16	G49	G16	enet	2	0.1482019414915879	0.1482019414915879	1.0				0.1482019414915879	0.1482019414915879	1.0
G62-G26	G62	G26	enet	2	0.1480893309445022	0.1480893309445022	1.0				0.1480893309445022	0.1480893309445022	1.0
