Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G31-G93	G31	G93	enet	2	-0.22268401803468363	0.22268401803468363	1.0	-0.11711712879615598	0.11711712879615598	2.0	-0.22268401803468363	0.22268401803468363	1.0
G81-G37	G81	G37	enet	2	0.21849532882633016	0.21849532882633016	1.0	-0.05746826705448807	0.05746826705448807	2.0	0.21849532882633016	0.21849532882633016	1.0
G99-G24	G99	G24	enet	2	0.21143097932197744	0.21143097932197744	1.0	0.048031344482840105	0.048031344482840105	2.0	0.21143097932197744	0.21143097932197744	1.0
G47-G76	G47	G76	enet	2	0.20942988668004495	0.20942988668004495	1.0	0.10680311728368852	0.10680311728368852	2.0	0.20942988668004495	0.20942988668004495	1.0
G70-G90	G70	G90	enet	2	0.2087616247773113	0.2087616247773113	1.0				0.2087616247773113	0.2087616247773113	1.0
G68-G72	G68	G72	enet	2	0.1974847771683684	0.1974847771683684	1.0	0.19885249606592909	0.19885249606592909	2.0	0.19885249606592909	0.19885249606592909	2.0
G31-G83	G31	G83	enet	2	-0.19184729843905157	0.19184729843905157	1.0	-0.12597213262189894	0.12597213262189894	2.0	-0.19184729843905157	0.19184729843905157	1.0
G98-G99	G98	G99	enet	2	0.18526811917770766	0.18526811917770766	1.0	0.09162152286894418	0.09162152286894418	2.0	0.18526811917770766	0.18526811917770766	1.0
G38-G83	G38	G83	enet	2	0.17966288575441033	0.17966288575441033	1.0				0.17966288575441033	0.17966288575441033	1.0
G70-G37	G70	G37	enet	2	0.17943245966872975	0.17943245966872975	1.0				0.17943245966872975	0.17943245966872975	1.0
G45-G68	G45	G68	enet	2	0.17794818207304333	0.17794818207304333	1.0				0.17794818207304333	0.17794818207304333	1.0
G8-G36	G8	G36	enet	2	0.17776058236740402	0.17776058236740402	1.0				0.17776058236740402	0.17776058236740402	1.0
G50-G42	G50	G42	enet	2	-0.17338253854888647	0.17338253854888647	1.0				-0.17338253854888647	0.17338253854888647	1.0
G99-G62	G99	G62	enet	2	0.17273942907450512	0.17273942907450512	1.0	0.004305906840216158	0.004305906840216158	2.0	0.17273942907450512	0.17273942907450512	1.0
G65-G91	G65	G91	enet	2	-0.17026080707472452	0.17026080707472452	1.0	-0.03257075213235068	0.03257075213235068	2.0	-0.17026080707472452	0.17026080707472452	1.0
G30-G37	G30	G37	enet	2	-0.16870692590375558	0.16870692590375558	1.0	0.008453430501283664	0.008453430501283664	2.0	-0.16870692590375558	0.16870692590375558	1.0
G70-G100	G70	G100	enet	2	0.166899872220377	0.166899872220377	1.0	0.10852480398909042	0.10852480398909042	2.0	0.166899872220377	0.166899872220377	1.0
G34-G99	G34	G99	enet	2	-0.16200632204464974	0.16200632204464974	1.0	-0.08158232226932667	0.08158232226932667	2.0	-0.16200632204464974	0.16200632204464974	1.0
G69-G37	G69	G37	enet	2	0.16163845439089033	0.16163845439089033	1.0				0.16163845439089033	0.16163845439089033	1.0
