Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G80-G43	G80	G43	enet	2	-0.2562123655820772	0.2562123655820772	1.0	0.014491269685824343	0.014491269685824343	2.0	-0.2562123655820772	0.2562123655820772	1.0
G67-G71	G67	G71	enet	2	-0.23503267688104632	0.23503267688104632	1.0	-0.034333891154591435	0.034333891154591435	2.0	-0.23503267688104632	0.23503267688104632	1.0
G92-G37	G92	G37	enet	2	0.21444167403721645	0.21444167403721645	1.0				0.21444167403721645	0.21444167403721645	1.0
G5-G44	G5	G44	enet	2	-0.19994562604649385	0.19994562604649385	1.0	-0.005785241760685948	0.005785241760685948	2.0	-0.19994562604649385	0.19994562604649385	1.0
G80-G51	G80	G51	enet	2	-0.19884801332866955	0.19884801332866955	1.0				-0.19884801332866955	0.19884801332866955	1.0
G60-G56	G60	G56	enet	2	-0.19139061139121485	0.19139061139121485	1.0	0.019070894333240263	0.019070894333240263	2.0	-0.19139061139121485	0.19139061139121485	1.0
G8-G36	G8	G36	enet	2	0.18955845093080564	0.18955845093080564	1.0				0.18955845093080564	0.18955845093080564	1.0
G48-G36	G48	G36	enet	2	-0.1889474009355032	0.1889474009355032	1.0	-0.08448318293484176	0.08448318293484176	2.0	-0.1889474009355032	0.1889474009355032	1.0
G94-G64	G94	G64	enet	2	0.18800705852619404	0.18800705852619404	1.0				0.18800705852619404	0.18800705852619404	1.0
G28-G37	G28	G37	enet	2	0.1875686951830075	0.1875686951830075	1.0	0.07218779718847143	0.07218779718847143	2.0	0.1875686951830075	0.1875686951830075	1.0
G54-G71	G54	G71	enet	2	0.18351128675634898	0.18351128675634898	1.0	0.05773248928243622	0.05773248928243622	2.0	0.18351128675634898	0.18351128675634898	1.0
G96-G37	G96	G37	enet	2	0.18307328802308973	0.18307328802308973	1.0				0.18307328802308973	0.18307328802308973	1.0
G67-G47	G67	G47	enet	2	0.18149600631866378	0.18149600631866378	1.0				0.18149600631866378	0.18149600631866378	1.0
G4-G71	G4	G71	enet	2	0.1790066170126777	0.1790066170126777	1.0				0.1790066170126777	0.1790066170126777	1.0
G92-G43	G92	G43	enet	2	0.17842025856700394	0.17842025856700394	1.0				0.17842025856700394	0.17842025856700394	1.0
G80-G83	G80	G83	enet	2	-0.17767636569157877	0.17767636569157877	1.0	0.07077173174994378	0.07077173174994378	2.0	-0.17767636569157877	0.17767636569157877	1.0
G47-G76	G47	G76	enet	2	0.1770953759677278	0.1770953759677278	1.0	0.15643314332305983	0.15643314332305983	2.0	0.1770953759677278	0.1770953759677278	1.0
G70-G24	G70	G24	enet	2	-0.17613015591112866	0.17613015591112866	1.0				-0.17613015591112866	0.17613015591112866	1.0
G49-G46	G49	G46	enet	2	0.1750828429463402	0.1750828429463402	1.0	0.06460186598518951	0.06460186598518951	2.0	0.1750828429463402	0.1750828429463402	1.0
G31-G76	G31	G76	enet	2	-0.17387728273386782	0.17387728273386782	1.0				-0.17387728273386782	0.17387728273386782	1.0
G3-G37	G3	G37	enet	2	-0.1729838385905585	0.1729838385905585	1.0	-0.07206909650260925	0.07206909650260925	2.0	-0.1729838385905585	0.1729838385905585	1.0
G80-G44	G80	G44	enet	2	-0.17117932612152015	0.17117932612152015	1.0				-0.17117932612152015	0.17117932612152015	1.0
G70-G90	G70	G90	enet	2	0.17020715824119337	0.17020715824119337	1.0				0.17020715824119337	0.17020715824119337	1.0
G40-G89	G40	G89	enet	2	-0.16618950465634216	0.16618950465634216	1.0	-0.019221556089408762	0.019221556089408762	2.0	-0.16618950465634216	0.16618950465634216	1.0
G34-G40	G34	G40	enet	2	0.1632930876935839	0.1632930876935839	1.0	0.024364079556373788	0.024364079556373788	2.0	0.1632930876935839	0.1632930876935839	1.0
G62-G46	G62	G46	enet	2	-0.16151696853706632	0.16151696853706632	1.0	-0.002307695893997257	0.002307695893997257	2.0	-0.16151696853706632	0.16151696853706632	1.0
G94-G89	G94	G89	enet	2	-0.1594746880974635	0.1594746880974635	1.0				-0.1594746880974635	0.1594746880974635	1.0
G80-G10	G80	G10	enet	2	-0.15863087111654336	0.15863087111654336	1.0				-0.15863087111654336	0.15863087111654336	1.0
G65-G89	G65	G89	enet	2	-0.15767145004858243	0.15767145004858243	1.0				-0.15767145004858243	0.15767145004858243	1.0
G25-G51	G25	G51	enet	2	-0.15682422558736872	0.15682422558736872	1.0				-0.15682422558736872	0.15682422558736872	1.0
G80-G93	G80	G93	enet	2	-0.15681890460676456	0.15681890460676456	1.0				-0.15681890460676456	0.15681890460676456	1.0
G29-G71	G29	G71	enet	2	-0.15600808314419704	0.15600808314419704	1.0				-0.15600808314419704	0.15600808314419704	1.0
G99-G5	G99	G5	enet	2	0.15442410065053017	0.15442410065053017	1.0				0.15442410065053017	0.15442410065053017	1.0
