Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G84-G36	G84	G36	-0.25218492088300937	0.25218492088300937	enet	2	2
G34-G74	G34	G74	0.22744503549615613	0.22744503549615613	enet	2	2
G1-G36	G1	G36	0.21951102491451094	0.21951102491451094	enet	2	2
G96-G36	G96	G36	0.21904154729485423	0.21904154729485423	enet	2	2
G88-G36	G88	G36	0.21522637935123978	0.21522637935123978	enet	2	2
G4-G36	G4	G36	0.21175558646680295	0.21175558646680295	enet	2	2
G65-G99	G65	G99	-0.19811911382194727	0.19811911382194727	enet	2	2
G88-G77	G88	G77	-0.18095828276385326	0.18095828276385326	enet	2	2
G98-G74	G98	G74	-0.17716582207098305	0.17716582207098305	enet	2	2
G88-G76	G88	G76	0.17461729626237052	0.17461729626237052	enet	2	2
G35-G26	G35	G26	0.17448604852804925	0.17448604852804925	enet	2	2
G99-G93	G99	G93	-0.1729336237308354	0.1729336237308354	enet	2	2
G94-G95	G94	G95	0.1723605356797087	0.1723605356797087	enet	2	2
G88-G96	G88	G96	0.1719799451781812	0.1719799451781812	enet	2	2
G35-G89	G35	G89	0.17053760897014852	0.17053760897014852	enet	2	2
G99-G36	G99	G36	0.16722966749705473	0.16722966749705473	enet	2	2
G84-G12	G84	G12	-0.16633028893808177	0.16633028893808177	enet	2	2
G98-G99	G98	G99	0.16522545093899713	0.16522545093899713	enet	2	2
G75-G73	G75	G73	0.16518858894416835	0.16518858894416835	enet	2	2
G94-G36	G94	G36	0.16395658723861947	0.16395658723861947	enet	2	2
G70-G100	G70	G100	0.16284105870088272	0.16284105870088272	enet	2	2
G68-G72	G68	G72	0.16216797030457952	0.16216797030457952	enet	2	2
G96-G76	G96	G76	0.16185390638507022	0.16185390638507022	enet	2	2
G75-G76	G75	G76	-0.16178709375444383	0.16178709375444383	enet	2	2
G91-G37	G91	G37	0.1610896542822311	0.1610896542822311	enet	2	2
G7-G8	G7	G8	-0.15906687897435243	0.15906687897435243	enet	2	2
G57-G64	G57	G64	0.1584450856153862	0.1584450856153862	enet	2	2
G47-G76	G47	G76	0.15643314332305983	0.15643314332305983	enet	2	2
G91-G45	G91	G45	0.1549660570911178	0.1549660570911178	enet	2	2
G25-G90	G25	G90	0.15252628793661213	0.15252628793661213	enet	2	2
G8-G52	G8	G52	0.1477403518974671	0.1477403518974671	enet	2	2
G56-G43	G56	G43	-0.14708339372432952	0.14708339372432952	enet	2	2
G75-G72	G75	G72	0.14535445247972065	0.14535445247972065	enet	2	2
G25-G65	G25	G65	-0.14332573594494524	0.14332573594494524	enet	2	2
G22-G36	G22	G36	-0.1429875916764016	0.1429875916764016	enet	2	2
G65-G27	G65	G27	-0.14037105891593388	0.14037105891593388	enet	2	2
