Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G83-G31	G83	G31	enet	2	-0.20962407108885664	0.20962407108885664	1.0	-0.06486450888342175	0.06486450888342175	2.0	-0.20962407108885664	0.20962407108885664	1.0
G30-G36	G30	G36	enet	2	0.20710767769257224	0.20710767769257224	1.0				0.20710767769257224	0.20710767769257224	1.0
G79-G36	G79	G36	enet	2	-0.20630342999106563	0.20630342999106563	1.0	0.003501505345037554	0.003501505345037554	2.0	-0.20630342999106563	0.20630342999106563	1.0
G100-G7	G100	G7	enet	2	-0.19662719020413819	0.19662719020413819	1.0				-0.19662719020413819	0.19662719020413819	1.0
G61-G37	G61	G37	enet	2	-0.19182041447251605	0.19182041447251605	1.0				-0.19182041447251605	0.19182041447251605	1.0
G100-G10	G100	G10	enet	2	-0.1855445511403995	0.1855445511403995	1.0				-0.1855445511403995	0.1855445511403995	1.0
G2-G49	G2	G49	enet	2	0.18432504772533173	0.18432504772533173	1.0				0.18432504772533173	0.18432504772533173	1.0
G2-G98	G2	G98	enet	2	0.17946759196293052	0.17946759196293052	1.0				0.17946759196293052	0.17946759196293052	1.0
G75-G47	G75	G47	enet	2	-0.1786660669602888	0.1786660669602888	1.0				-0.1786660669602888	0.1786660669602888	1.0
G81-G99	G81	G99	enet	2	0.17203289361103677	0.17203289361103677	1.0	0.0221470349900295	0.0221470349900295	2.0	0.17203289361103677	0.17203289361103677	1.0
G44-G76	G44	G76	enet	2	0.1702455257158926	0.1702455257158926	1.0	-0.0317772804747209	0.0317772804747209	2.0	0.1702455257158926	0.1702455257158926	1.0
G58-G76	G58	G76	enet	2	-0.16464645529079247	0.16464645529079247	1.0	0.04870613817671622	0.04870613817671622	2.0	-0.16464645529079247	0.16464645529079247	1.0
G81-G37	G81	G37	enet	2	0.16462725976861792	0.16462725976861792	1.0	0.01911932353591217	0.01911932353591217	2.0	0.16462725976861792	0.16462725976861792	1.0
G81-G72	G81	G72	enet	2	-0.16388931164345538	0.16388931164345538	1.0				-0.16388931164345538	0.16388931164345538	1.0
G94-G64	G94	G64	enet	2	0.1635786593879239	0.1635786593879239	1.0	0.1381045729970486	0.1381045729970486	2.0	0.1635786593879239	0.1635786593879239	1.0
G28-G83	G28	G83	enet	2	-0.16090983472841439	0.16090983472841439	1.0	0.01082546116752733	0.01082546116752733	2.0	-0.16090983472841439	0.16090983472841439	1.0
G80-G91	G80	G91	enet	2	-0.1594977747662353	0.1594977747662353	1.0				-0.1594977747662353	0.1594977747662353	1.0
G3-G72	G3	G72	enet	2	0.15867417019673974	0.15867417019673974	1.0				0.15867417019673974	0.15867417019673974	1.0
G41-G52	G41	G52	enet	2	0.15845456333102	0.15845456333102	1.0	-0.03235841237647401	0.03235841237647401	2.0	0.15845456333102	0.15845456333102	1.0
G45-G62	G45	G62	enet	2	0.15638940839718599	0.15638940839718599	1.0				0.15638940839718599	0.15638940839718599	1.0
G63-G76	G63	G76	enet	2	0.156310337252265	0.156310337252265	1.0	-0.0426209992976696	0.0426209992976696	2.0	0.156310337252265	0.156310337252265	1.0
G23-G36	G23	G36	enet	2	-0.1553732809559236	0.1553732809559236	1.0	0.1770257079703842	0.1770257079703842	2.0	0.1770257079703842	0.1770257079703842	2.0
G52-G35	G52	G35	enet	2	0.15466012235291465	0.15466012235291465	1.0	0.05943902436286702	0.05943902436286702	2.0	0.15466012235291465	0.15466012235291465	1.0
G8-G51	G8	G51	enet	2	0.15177417790536774	0.15177417790536774	1.0				0.15177417790536774	0.15177417790536774	1.0
G23-G56	G23	G56	enet	2	-0.15124186483003077	0.15124186483003077	1.0				-0.15124186483003077	0.15124186483003077	1.0
G28-G79	G28	G79	enet	2	-0.15080527396796414	0.15080527396796414	1.0				-0.15080527396796414	0.15080527396796414	1.0
G83-G51	G83	G51	enet	2	0.15064300632915809	0.15064300632915809	1.0				0.15064300632915809	0.15064300632915809	1.0
G40-G95	G40	G95	enet	2	0.14898472662825427	0.14898472662825427	1.0				0.14898472662825427	0.14898472662825427	1.0
G83-G100	G83	G100	enet	2	0.14824604486348683	0.14824604486348683	1.0				0.14824604486348683	0.14824604486348683	1.0
G50-G90	G50	G90	enet	2	-0.1474980729450594	0.1474980729450594	1.0	0.008278320690077529	0.008278320690077529	2.0	-0.1474980729450594	0.1474980729450594	1.0
G17-G86	G17	G86	enet	2	0.1452572641351679	0.1452572641351679	1.0				0.1452572641351679	0.1452572641351679	1.0
G26-G63	G26	G63	enet	2	-0.14441181876433695	0.14441181876433695	1.0	-0.027948741280137943	0.027948741280137943	2.0	-0.14441181876433695	0.14441181876433695	1.0
G80-G31	G80	G31	enet	2	-0.14232520883335814	0.14232520883335814	1.0	-0.008132120407395095	0.008132120407395095	2.0	-0.14232520883335814	0.14232520883335814	1.0
G48-G36	G48	G36	enet	2	-0.14119793408743955	0.14119793408743955	1.0	-0.005299651314583223	0.005299651314583223	2.0	-0.14119793408743955	0.14119793408743955	1.0
G83-G93	G83	G93	enet	2	0.14070628452333764	0.14070628452333764	1.0				0.14070628452333764	0.14070628452333764	1.0
G28-G71	G28	G71	enet	2	-0.1396844021554942	0.1396844021554942	1.0				-0.1396844021554942	0.1396844021554942	1.0
G79-G28	G79	G28	enet	2	0.1396461961638756	0.1396461961638756	1.0				0.1396461961638756	0.1396461961638756	1.0
G4-G37	G4	G37	enet	2	0.13945482353735447	0.13945482353735447	1.0				0.13945482353735447	0.13945482353735447	1.0
G2-G36	G2	G36	enet	2	0.13887830706609963	0.13887830706609963	1.0				0.13887830706609963	0.13887830706609963	1.0
G7-G24	G7	G24	enet	2	-0.13741404706264987	0.13741404706264987	1.0				-0.13741404706264987	0.13741404706264987	1.0
G23-G68	G23	G68	enet	2	-0.13620524198670592	0.13620524198670592	1.0				-0.13620524198670592	0.13620524198670592	1.0
