Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G26	G21	G26	enet	2	-0.44065381354609223	0.44065381354609223	1.0				-0.44065381354609223	0.44065381354609223	1.0
G21-G98	G21	G98	enet	2	-0.4207622993205378	0.4207622993205378	1.0				-0.4207622993205378	0.4207622993205378	1.0
G21-G62	G21	G62	enet	2	-0.39565641589502465	0.39565641589502465	1.0				-0.39565641589502465	0.39565641589502465	1.0
G21-G99	G21	G99	enet	2	-0.35414278096471624	0.35414278096471624	1.0				-0.35414278096471624	0.35414278096471624	1.0
G46-G57	G46	G57	enet	2	-0.34835975515973067	0.34835975515973067	1.0				-0.34835975515973067	0.34835975515973067	1.0
G66-G46	G66	G46	enet	2	0.3233626126195184	0.3233626126195184	1.0				0.3233626126195184	0.3233626126195184	1.0
G41-G76	G41	G76	enet	2	-0.31868529377100147	0.31868529377100147	1.0				-0.31868529377100147	0.31868529377100147	1.0
G77-G46	G77	G46	enet	2	0.31130570419725717	0.31130570419725717	1.0				0.31130570419725717	0.31130570419725717	1.0
G37-G29	G37	G29	enet	2	-0.2944815392704319	0.2944815392704319	1.0	-0.19801175268140572	0.19801175268140572	2.0	-0.2944815392704319	0.2944815392704319	1.0
G68-G36	G68	G36	enet	2	-0.2935319065474783	0.2935319065474783	1.0				-0.2935319065474783	0.2935319065474783	1.0
G41-G51	G41	G51	enet	2	-0.28966607061824384	0.28966607061824384	1.0				-0.28966607061824384	0.28966607061824384	1.0
G69-G36	G69	G36	enet	2	-0.2850657870696967	0.2850657870696967	1.0				-0.2850657870696967	0.2850657870696967	1.0
G9-G31	G9	G31	enet	2	0.2820680746414804	0.2820680746414804	1.0				0.2820680746414804	0.2820680746414804	1.0
G23-G24	G23	G24	enet	2	0.2777089792976751	0.2777089792976751	1.0				0.2777089792976751	0.2777089792976751	1.0
G31-G93	G31	G93	enet	2	-0.27233064355168046	0.27233064355168046	1.0				-0.27233064355168046	0.27233064355168046	1.0
G55-G46	G55	G46	enet	2	-0.2674261007667863	0.2674261007667863	1.0				-0.2674261007667863	0.2674261007667863	1.0
G46-G47	G46	G47	enet	2	0.26258611500408036	0.26258611500408036	1.0				0.26258611500408036	0.26258611500408036	1.0
G85-G83	G85	G83	enet	2	0.2549776462299975	0.2549776462299975	1.0				0.2549776462299975	0.2549776462299975	1.0
G31-G83	G31	G83	enet	2	-0.2497194529406411	0.2497194529406411	1.0				-0.2497194529406411	0.2497194529406411	1.0
G90-G100	G90	G100	enet	2	0.24776751590513982	0.24776751590513982	1.0				0.24776751590513982	0.24776751590513982	1.0
G16-G100	G16	G100	enet	2	0.24185097266832925	0.24185097266832925	1.0				0.24185097266832925	0.24185097266832925	1.0
G37-G72	G37	G72	enet	2	-0.23493293983391617	0.23493293983391617	1.0				-0.23493293983391617	0.23493293983391617	1.0
G76-G42	G76	G42	enet	2	0.23082094673038964	0.23082094673038964	1.0				0.23082094673038964	0.23082094673038964	1.0
G26-G34	G26	G34	enet	2	-0.22616631072772472	0.22616631072772472	1.0				-0.22616631072772472	0.22616631072772472	1.0
G43-G10	G43	G10	enet	2	0.22423729391063776	0.22423729391063776	1.0				0.22423729391063776	0.22423729391063776	1.0
G31-G43	G31	G43	enet	2	-0.22030906299501446	0.22030906299501446	1.0				-0.22030906299501446	0.22030906299501446	1.0
G85-G76	G85	G76	enet	2	0.21773503366500258	0.21773503366500258	1.0				0.21773503366500258	0.21773503366500258	1.0
G73-G89	G73	G89	enet	2	0.21473445785851053	0.21473445785851053	1.0				0.21473445785851053	0.21473445785851053	1.0
G41-G57	G41	G57	enet	2	0.2137930793228695	0.2137930793228695	1.0				0.2137930793228695	0.2137930793228695	1.0
G55-G26	G55	G26	enet	2	-0.21232721392310266	0.21232721392310266	1.0				-0.21232721392310266	0.21232721392310266	1.0
G19-G80	G19	G80	enet	2	0.21190924266832292	0.21190924266832292	1.0				0.21190924266832292	0.21190924266832292	1.0
G46-G58	G46	G58	enet	2	-0.2106686137629415	0.2106686137629415	1.0				-0.2106686137629415	0.2106686137629415	1.0
G93-G85	G93	G85	enet	2	0.2096342754487913	0.2096342754487913	1.0				0.2096342754487913	0.2096342754487913	1.0
G26-G30	G26	G30	enet	2	0.20909523984218908	0.20909523984218908	1.0				0.20909523984218908	0.20909523984218908	1.0
G72-G76	G72	G76	enet	2	-0.2074288079666759	0.2074288079666759	1.0				-0.2074288079666759	0.2074288079666759	1.0
G46-G53	G46	G53	enet	2	0.2073244725523077	0.2073244725523077	1.0	0.19362993091870126	0.19362993091870126	2.0	0.2073244725523077	0.2073244725523077	1.0
G46-G52	G46	G52	enet	2	0.20707565495811225	0.20707565495811225	1.0				0.20707565495811225	0.20707565495811225	1.0
G57-G49	G57	G49	enet	2	-0.20639592766123047	0.20639592766123047	1.0				-0.20639592766123047	0.20639592766123047	1.0
G10-G43	G10	G43	enet	2	0.20536118437466025	0.20536118437466025	1.0				0.20536118437466025	0.20536118437466025	1.0
G44-G62	G44	G62	enet	2	0.20498066973738308	0.20498066973738308	1.0				0.20498066973738308	0.20498066973738308	1.0
G53-G4	G53	G4	enet	2	-0.2011304460447184	0.2011304460447184	1.0				-0.2011304460447184	0.2011304460447184	1.0
G9-G43	G9	G43	enet	2	-0.1989487958221151	0.1989487958221151	1.0				-0.1989487958221151	0.1989487958221151	1.0
G41-G46	G41	G46	enet	2	-0.1975514492629897	0.1975514492629897	1.0				-0.1975514492629897	0.1975514492629897	1.0
G19-G20	G19	G20	enet	2	0.19690286886944539	0.19690286886944539	1.0				0.19690286886944539	0.19690286886944539	1.0
G63-G79	G63	G79	enet	2	-0.1968320431743741	0.1968320431743741	1.0	-0.1446829914147214	0.1446829914147214	2.0	-0.1968320431743741	0.1968320431743741	1.0
G17-G46	G17	G46	enet	2	-0.19539529051806118	0.19539529051806118	1.0				-0.19539529051806118	0.19539529051806118	1.0
G58-G46	G58	G46	enet	2	-0.19529006363277723	0.19529006363277723	1.0				-0.19529006363277723	0.19529006363277723	1.0
G70-G73	G70	G73	enet	2	0.1947337033253433	0.1947337033253433	1.0				0.1947337033253433	0.1947337033253433	1.0
G45-G52	G45	G52	enet	2	-0.19333806970202375	0.19333806970202375	1.0				-0.19333806970202375	0.19333806970202375	1.0
G95-G28	G95	G28	enet	2	-0.19193650504520218	0.19193650504520218	1.0				-0.19193650504520218	0.19193650504520218	1.0
G41-G90	G41	G90	enet	2	-0.19112053559000047	0.19112053559000047	1.0				-0.19112053559000047	0.19112053559000047	1.0
G86-G26	G86	G26	enet	2	-0.19076161624375737	0.19076161624375737	1.0				-0.19076161624375737	0.19076161624375737	1.0
G81-G90	G81	G90	enet	2	0.18860170061417575	0.18860170061417575	1.0				0.18860170061417575	0.18860170061417575	1.0
G68-G65	G68	G65	enet	2	-0.1840793918482423	0.1840793918482423	1.0				-0.1840793918482423	0.1840793918482423	1.0
G90-G39	G90	G39	enet	2	-0.18187640897100943	0.18187640897100943	1.0				-0.18187640897100943	0.18187640897100943	1.0
G83-G90	G83	G90	enet	2	0.18176442113307137	0.18176442113307137	1.0				0.18176442113307137	0.18176442113307137	1.0
G31-G78	G31	G78	enet	2	-0.1817180048340868	0.1817180048340868	1.0				-0.1817180048340868	0.1817180048340868	1.0
G31-G4	G31	G4	enet	2	-0.18112678831789972	0.18112678831789972	1.0				-0.18112678831789972	0.18112678831789972	1.0
G98-G99	G98	G99	enet	2	0.18047514077851404	0.18047514077851404	1.0				0.18047514077851404	0.18047514077851404	1.0
G21-G8	G21	G8	enet	2	-0.17873158880286313	0.17873158880286313	1.0				-0.17873158880286313	0.17873158880286313	1.0
G37-G74	G37	G74	enet	2	-0.176866694682044	0.176866694682044	1.0	-0.2454702296820995	0.2454702296820995	2.0	-0.2454702296820995	0.2454702296820995	2.0
G7-G41	G7	G41	enet	2	-0.17609043919002731	0.17609043919002731	1.0				-0.17609043919002731	0.17609043919002731	1.0
G46-G22	G46	G22	enet	2	-0.17592055326410858	0.17592055326410858	1.0				-0.17592055326410858	0.17592055326410858	1.0
G43-G91	G43	G91	enet	2	0.17559768607817772	0.17559768607817772	1.0				0.17559768607817772	0.17559768607817772	1.0
G90-G77	G90	G77	enet	2	-0.1747156834853876	0.1747156834853876	1.0				-0.1747156834853876	0.1747156834853876	1.0
G31-G9	G31	G9	enet	2	0.17311663596925075	0.17311663596925075	1.0				0.17311663596925075	0.17311663596925075	1.0
G45-G95	G45	G95	enet	2	0.17039729624558628	0.17039729624558628	1.0				0.17039729624558628	0.17039729624558628	1.0
G91-G92	G91	G92	enet	2	0.16989453250204203	0.16989453250204203	1.0				0.16989453250204203	0.16989453250204203	1.0
G31-G19	G31	G19	enet	2	0.16713875729616756	0.16713875729616756	1.0				0.16713875729616756	0.16713875729616756	1.0
G100-G90	G100	G90	enet	2	0.16675877181701707	0.16675877181701707	1.0				0.16675877181701707	0.16675877181701707	1.0
G80-G20	G80	G20	enet	2	0.16569216584967839	0.16569216584967839	1.0				0.16569216584967839	0.16569216584967839	1.0
G18-G35	G18	G35	enet	2	0.16452317075929868	0.16452317075929868	1.0				0.16452317075929868	0.16452317075929868	1.0
G37-G73	G37	G73	enet	2	-0.16422050119791382	0.16422050119791382	1.0				-0.16422050119791382	0.16422050119791382	1.0
G84-G8	G84	G8	enet	2	-0.16396214660018837	0.16396214660018837	1.0				-0.16396214660018837	0.16396214660018837	1.0
G51-G43	G51	G43	enet	2	0.16246375599535945	0.16246375599535945	1.0				0.16246375599535945	0.16246375599535945	1.0
G88-G50	G88	G50	enet	2	0.16112252149567727	0.16112252149567727	1.0				0.16112252149567727	0.16112252149567727	1.0
G33-G26	G33	G26	enet	2	0.16051602096683978	0.16051602096683978	1.0				0.16051602096683978	0.16051602096683978	1.0
G77-G90	G77	G90	enet	2	-0.15977109947784696	0.15977109947784696	1.0				-0.15977109947784696	0.15977109947784696	1.0
G51-G66	G51	G66	enet	2	0.1577804954553272	0.1577804954553272	1.0				0.1577804954553272	0.1577804954553272	1.0
