Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G34-G74	G34	G74	0.21309101992174312	0.21309101992174312	enet	2	2
G94-G95	G94	G95	0.20375017079974997	0.20375017079974997	enet	2	2
G96-G46	G96	G46	0.19656059111008495	0.19656059111008495	enet	2	2
G8-G52	G8	G52	0.1902360135343951	0.1902360135343951	enet	2	2
G34-G26	G34	G26	-0.17221320790701147	0.17221320790701147	enet	2	2
G4-G36	G4	G36	0.16426133428082978	0.16426133428082978	enet	2	2
G84-G72	G84	G72	-0.1588912582707087	0.1588912582707087	enet	2	2
G68-G72	G68	G72	0.15759533269633505	0.15759533269633505	enet	2	2
G40-G46	G40	G46	0.15376056169569555	0.15376056169569555	enet	2	2
G99-G36	G99	G36	0.15196222882611962	0.15196222882611962	enet	2	2
G54-G46	G54	G46	-0.14939916844537424	0.14939916844537424	enet	2	2
G61-G57	G61	G57	0.1426351219720045	0.1426351219720045	enet	2	2
G34-G37	G34	G37	-0.14174667072214922	0.14174667072214922	enet	2	2
G1-G46	G1	G46	0.1395751597438069	0.1395751597438069	enet	2	2
G22-G26	G22	G26	-0.13733275858494212	0.13733275858494212	enet	2	2
G98-G74	G98	G74	-0.13707969320321156	0.13707969320321156	enet	2	2
G14-G37	G14	G37	-0.1369085971594999	0.1369085971594999	enet	2	2
G1-G36	G1	G36	0.1343291892102717	0.1343291892102717	enet	2	2
G94-G36	G94	G36	0.13150977745036102	0.13150977745036102	enet	2	2
G75-G71	G75	G71	0.1313905668905207	0.1313905668905207	enet	2	2
G3-G74	G3	G74	0.13120731068751224	0.13120731068751224	enet	2	2
G45-G29	G45	G29	0.13057647686429785	0.13057647686429785	enet	2	2
G54-G98	G54	G98	0.12935750760155845	0.12935750760155845	enet	2	2
G96-G36	G96	G36	0.12822864715583152	0.12822864715583152	enet	2	2
G52-G27	G52	G27	0.1281346580263617	0.1281346580263617	enet	2	2
G31-G83	G31	G83	-0.1280944437662054	0.1280944437662054	enet	2	2
G87-G42	G87	G42	-0.12794063253853794	0.12794063253853794	enet	2	2
G3-G76	G3	G76	-0.12715826773465405	0.12715826773465405	enet	2	2
G5-G74	G5	G74	-0.1261378240388282	0.1261378240388282	enet	2	2
G4-G72	G4	G72	-0.12577161229005152	0.12577161229005152	enet	2	2
G16-G36	G16	G36	-0.12548674821849146	0.12548674821849146	enet	2	2
