gene	t0_rep9	t1_rep9	t2_rep9	t3_rep9	t4_rep9	t5_rep9	t6_rep9	t7_rep9	t8_rep9	t9_rep9	t10_rep9	t11_rep9	t12_rep9	t13_rep9	t14_rep9	t15_rep9	t16_rep9	t17_rep9	t18_rep9	t19_rep9	t20_rep9
G1	0.00627954761905	-0.027158452381	0.047401447619	-0.012963452381	-0.040476052381	0.028139647619	-0.051819352381	0.033071147619	-0.00456585238095	0.00411814761905	0.000939747619048	-0.033464252381	-0.031918752381	-0.00365565238095	-0.040104452381	-0.00205755238095	-0.024318952381	0.024262647619	0.033716147619	0.019397247619	0.075177047619
G2	-0.0176277761905	-0.0509748761905	-0.0112545761905	0.00680462380952	0.0465676238095	0.0196899238095	0.0304690238095	0.0231893238095	-0.00301097619048	-0.0316715761905	0.00844822380952	-0.0104046761905	0.00879812380952	-0.0774861761905	0.00483282380952	0.00409562380952	-0.0113010761905	-0.0105067761905	0.0131033238095	0.0287995238095	0.0294403238095
G3	0.0162221904762	-0.0238026095238	9.51904761904e-05	0.0588097904762	-0.0105963095238	0.00307519047619	0.00021639047619	0.0679878904762	0.00431719047619	0.00020109047619	-0.0616812095238	-0.0700720095238	-0.0470097095238	0.0551775904762	-0.00682470952381	0.0919680904762	0.0132179904762	0.0665198904762	0.0470059904762	-0.0515562095238	-0.153271709524
G4	-0.0799723761905	-0.0774728761905	0.15995642381	-0.17397987619	0.11448902381	0.18494332381	0.14011672381	-0.10489067619	0.17599432381	-0.14963237619	-0.14924017619	0.0213691238095	0.0692132238095	0.11979512381	0.0975281238095	0.0854088238095	0.19433012381	-0.15163127619	-0.11454727619	-0.19937267619	-0.16240477619
G5	-0.0936216333333	-0.109444933333	0.105815566667	0.116402466667	-0.0809886333333	-0.0691340333333	0.0420260666667	0.00847196666667	0.159884766667	-0.114979633333	-0.00429213333333	0.00273666666667	0.0330384666667	-0.0606272333333	0.0484980666667	0.165457866667	-0.0141403333333	-0.0502377333333	-0.0372560333333	-0.0269873333333	-0.0206222333333
G6	-0.00436931428571	-0.0163705142857	-0.0169388142857	0.0140900857143	-0.0188594142857	-0.00138661428571	-0.0164254142857	0.00316928571429	-0.0133229142857	-0.000891114285714	0.00974588571429	0.00479238571429	0.0113945857143	-0.00305691428571	0.00241828571429	0.00432168571429	0.0226545857143	0.00951388571429	-0.0146735142857	0.0389951857143	-0.0148013142857
G7	-0.0958614809524	-0.00685538095238	-0.0393265809524	0.0512900190476	0.0199967190476	0.116152719048	-0.0156699809524	0.0382878190476	0.0282753190476	-0.0312738809524	0.0345556190476	-0.00690138095238	-0.0369327809524	-0.0328517809524	0.125314519048	-0.0232582809524	-0.00809048095238	-0.0392885809524	0.0232405190476	-0.0951338809524	-0.00566878095238
G8	0.070380152381	-0.036354347619	-0.071576647619	0.012116952381	-0.014326147619	-0.00265694761905	-0.020065047619	-0.108533347619	0.015676652381	-0.012075047619	0.025185752381	-0.033080047619	-0.00985384761905	0.033610752381	0.091342652381	0.041040152381	0.025410552381	-0.054647947619	-0.019042847619	0.038338452381	0.029110152381
G9	0.152593871429	-0.0213203285714	-0.177707328571	0.100298871429	-0.184204528571	0.292456871429	0.0612175714286	-0.168091028571	-0.145505628571	0.136750771429	-0.158869828571	-0.0378218285714	-0.160900528571	0.177162671429	0.190674471429	-0.164922028571	-0.179859428571	-0.165339328571	0.121887571429	0.269706771429	0.0617923714286
G10	-0.0262951904762	-0.178879490476	0.132970609524	-0.0646724904762	0.174079909524	-0.0584149904762	0.0801939095238	0.102330609524	-0.215715090476	-0.161191090476	-0.183000990476	0.128265409524	-0.00836709047619	-0.131722590476	0.0863379095238	-0.185433590476	0.198988809524	0.0788343095238	0.0632605095238	0.246264209524	-0.0778335904762
