Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G37-G74	G37	G74	-0.2466889407818701	0.2466889407818701	enet	2	2
G85-G98	G85	G98	0.21130922973280547	0.21130922973280547	enet	2	2
G37-G69	G37	G69	0.20678435754616956	0.20678435754616956	enet	2	2
G23-G37	G23	G37	0.20107766623536663	0.20107766623536663	enet	2	2
G43-G64	G43	G64	0.19329413481133365	0.19329413481133365	enet	2	2
G55-G37	G55	G37	-0.18898077435059943	0.18898077435059943	enet	2	2
G23-G52	G23	G52	0.18614530824259057	0.18614530824259057	enet	2	2
G26-G27	G26	G27	0.18133611783189368	0.18133611783189368	enet	2	2
G96-G65	G96	G65	-0.18053148599740884	0.18053148599740884	enet	2	2
G23-G46	G23	G46	0.1789107057844407	0.1789107057844407	enet	2	2
G91-G36	G91	G36	0.17009733540184793	0.17009733540184793	enet	2	2
G45-G79	G45	G79	-0.1676553639374833	0.1676553639374833	enet	2	2
G34-G89	G34	G89	-0.16630508177237638	0.16630508177237638	enet	2	2
G23-G18	G23	G18	0.16520976599623044	0.16520976599623044	enet	2	2
G93-G56	G93	G56	0.16448148273448548	0.16448148273448548	enet	2	2
G92-G57	G92	G57	0.16012472704674333	0.16012472704674333	enet	2	2
G31-G76	G31	G76	0.15697545416411673	0.15697545416411673	enet	2	2
G4-G1	G4	G1	-0.1546245206273724	0.1546245206273724	enet	2	2
G54-G7	G54	G7	-0.15321130240409422	0.15321130240409422	enet	2	2
G7-G55	G7	G55	-0.14776102122791995	0.14776102122791995	enet	2	2
G37-G29	G37	G29	-0.1438571556872895	0.1438571556872895	enet	2	2
G62-G36	G62	G36	-0.14368691233497116	0.14368691233497116	enet	2	2
G87-G75	G87	G75	-0.14341850708752304	0.14341850708752304	enet	2	2
G85-G87	G85	G87	-0.14222302658224992	0.14222302658224992	enet	2	2
G37-G23	G37	G23	-0.13900663440182792	0.13900663440182792	enet	2	2
G81-G66	G81	G66	0.13830674961922357	0.13830674961922357	enet	2	2
G93-G64	G93	G64	0.13586833482464641	0.13586833482464641	enet	2	2
G52-G42	G52	G42	0.13518243341363545	0.13518243341363545	enet	2	2
G24-G35	G24	G35	-0.13348264879616245	0.13348264879616245	enet	2	2
G79-G78	G79	G78	0.1310790389283036	0.1310790389283036	enet	2	2
G46-G22	G46	G22	-0.1304411190337291	0.1304411190337291	enet	2	2
G28-G18	G28	G18	0.13017812938395942	0.13017812938395942	enet	2	2
G43-G63	G43	G63	0.1290798676608639	0.1290798676608639	enet	2	2
G37-G1	G37	G1	-0.12758454170329836	0.12758454170329836	enet	2	2
G43-G26	G43	G26	-0.12746075201034246	0.12746075201034246	enet	2	2
G91-G43	G91	G43	0.1272102471938209	0.1272102471938209	enet	2	2
G96-G83	G96	G83	0.12644919621785028	0.12644919621785028	enet	2	2
G42-G51	G42	G51	-0.12556637985497343	0.12556637985497343	enet	2	2
G4-G7	G4	G7	-0.12513339483186442	0.12513339483186442	enet	2	2
G67-G3	G67	G3	0.12468223758512802	0.12468223758512802	enet	2	2
G80-G31	G80	G31	-0.12352568056143493	0.12352568056143493	enet	2	2
G29-G51	G29	G51	0.1232321666815552	0.1232321666815552	enet	2	2
G46-G37	G46	G37	0.12266425571215141	0.12266425571215141	enet	2	2
G22-G46	G22	G46	0.12146702064243131	0.12146702064243131	enet	2	2
G34-G33	G34	G33	0.1211026767104359	0.1211026767104359	enet	2	2
G66-G63	G66	G63	0.12104416220351906	0.12104416220351906	enet	2	2
G7-G46	G7	G46	-0.12032286161102161	0.12032286161102161	enet	2	2
G85-G3	G85	G3	0.11958976399065868	0.11958976399065868	enet	2	2
G26-G71	G26	G71	0.11948839404238482	0.11948839404238482	enet	2	2
G63-G64	G63	G64	0.11895446650939377	0.11895446650939377	enet	2	2
G7-G18	G7	G18	-0.11890488868638874	0.11890488868638874	enet	2	2
G46-G53	G46	G53	0.11865814620159325	0.11865814620159325	enet	2	2
G69-G73	G69	G73	-0.1184757577151789	0.1184757577151789	enet	2	2
G57-G75	G57	G75	0.11817087434011155	0.11817087434011155	enet	2	2
G41-G51	G41	G51	-0.11761853882035317	0.11761853882035317	enet	2	2
G93-G90	G93	G90	0.11733879322041005	0.11733879322041005	enet	2	2
G7-G69	G7	G69	-0.11715335832300292	0.11715335832300292	enet	2	2
G95-G36	G95	G36	0.11690682686032985	0.11690682686032985	enet	2	2
G5-G45	G5	G45	0.11603393532724349	0.11603393532724349	enet	2	2
G96-G26	G96	G26	0.11501243157323064	0.11501243157323064	enet	2	2
G45-G92	G45	G92	0.11479719381438208	0.11479719381438208	enet	2	2
G28-G4	G28	G4	0.11447206937518074	0.11447206937518074	enet	2	2
G58-G91	G58	G91	0.11382229181980909	0.11382229181980909	enet	2	2
G46-G51	G46	G51	0.1136800422584465	0.1136800422584465	enet	2	2
G26-G51	G26	G51	0.11359753654136383	0.11359753654136383	enet	2	2
G27-G76	G27	G76	-0.1134299754381613	0.1134299754381613	enet	2	2
G37-G3	G37	G3	-0.11339999836438411	0.11339999836438411	enet	2	2
G91-G63	G91	G63	0.11254327883005866	0.11254327883005866	enet	2	2
G85-G99	G85	G99	0.112443908476689	0.112443908476689	enet	2	2
G96-G91	G96	G91	0.11214646607102445	0.11214646607102445	enet	2	2
G52-G24	G52	G24	0.1114009691497964	0.1114009691497964	enet	2	2
G52-G7	G52	G7	-0.1113838547941729	0.1113838547941729	enet	2	2
G3-G26	G3	G26	-0.11108925888692105	0.11108925888692105	enet	2	2
G72-G76	G72	G76	-0.111065805561259	0.111065805561259	enet	2	2
G46-G36	G46	G36	0.11043713251076076	0.11043713251076076	enet	2	2
G45-G80	G45	G80	-0.11019362133773387	0.11019362133773387	enet	2	2
G96-G7	G96	G7	-0.11000689139989166	0.11000689139989166	enet	2	2
G51-G45	G51	G45	0.1099091407574378	0.1099091407574378	enet	2	2
G93-G8	G93	G8	0.109671068496255	0.109671068496255	enet	2	2
G65-G99	G65	G99	-0.10934083456325898	0.10934083456325898	enet	2	2
G85-G91	G85	G91	0.1089542686564699	0.1089542686564699	enet	2	2
G10-G56	G10	G56	-0.10891188235557868	0.10891188235557868	enet	2	2
G40-G30	G40	G30	-0.10870765254101815	0.10870765254101815	enet	2	2
G89-G65	G89	G65	0.10858507443262078	0.10858507443262078	enet	2	2
G94-G27	G94	G27	-0.10795081486071588	0.10795081486071588	enet	2	2
G10-G98	G10	G98	0.10737255960772864	0.10737255960772864	enet	2	2
G89-G36	G89	G36	0.10731189906677807	0.10731189906677807	enet	2	2
G37-G62	G37	G62	-0.1060623828162115	0.1060623828162115	enet	2	2
G42-G76	G42	G76	0.10601392249451029	0.10601392249451029	enet	2	2
G83-G37	G83	G37	-0.10557367182574552	0.10557367182574552	enet	2	2
G46-G18	G46	G18	0.10530962067304317	0.10530962067304317	enet	2	2
G68-G36	G68	G36	0.10481988881836495	0.10481988881836495	enet	2	2
G7-G3	G7	G3	-0.10475335027344114	0.10475335027344114	enet	2	2
G7-G85	G7	G85	0.10452275461706721	0.10452275461706721	enet	2	2
G7-G98	G7	G98	-0.10446409277737993	0.10446409277737993	enet	2	2
G52-G85	G52	G85	0.10343512537229342	0.10343512537229342	enet	2	2
G44-G68	G44	G68	-0.10308499087775568	0.10308499087775568	enet	2	2
G85-G26	G85	G26	0.10268037253490116	0.10268037253490116	enet	2	2
G100-G93	G100	G93	0.10264266223119978	0.10264266223119978	enet	2	2
G81-G36	G81	G36	0.10196050218204708	0.10196050218204708	enet	2	2
