Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G99	G21	G99	enet	2	-0.3767629998147657	0.3767629998147657	1.0				-0.3767629998147657	0.3767629998147657	1.0
G21-G98	G21	G98	enet	2	-0.32370631874331723	0.32370631874331723	1.0				-0.32370631874331723	0.32370631874331723	1.0
G41-G51	G41	G51	enet	2	-0.3233518985596619	0.3233518985596619	1.0	-0.11761853882035317	0.11761853882035317	2.0	-0.3233518985596619	0.3233518985596619	1.0
G41-G76	G41	G76	enet	2	-0.3209691928017644	0.3209691928017644	1.0				-0.3209691928017644	0.3209691928017644	1.0
G21-G26	G21	G26	enet	2	-0.31312862169154004	0.31312862169154004	1.0				-0.31312862169154004	0.31312862169154004	1.0
G37-G29	G37	G29	enet	2	-0.3126815517761484	0.3126815517761484	1.0	-0.1438571556872895	0.1438571556872895	2.0	-0.3126815517761484	0.3126815517761484	1.0
G37-G47	G37	G47	enet	2	0.29740377686121294	0.29740377686121294	1.0				0.29740377686121294	0.29740377686121294	1.0
G46-G57	G46	G57	enet	2	-0.28579451481482326	0.28579451481482326	1.0	-0.08735222562159621	0.08735222562159621	2.0	-0.28579451481482326	0.28579451481482326	1.0
G10-G43	G10	G43	enet	2	0.2843491912841954	0.2843491912841954	1.0				0.2843491912841954	0.2843491912841954	1.0
G90-G83	G90	G83	enet	2	0.2838291610190526	0.2838291610190526	1.0	0.04150470453697255	0.04150470453697255	2.0	0.2838291610190526	0.2838291610190526	1.0
G51-G43	G51	G43	enet	2	0.2827884585796249	0.2827884585796249	1.0				0.2827884585796249	0.2827884585796249	1.0
G73-G89	G73	G89	enet	2	0.2637517332107287	0.2637517332107287	1.0				0.2637517332107287	0.2637517332107287	1.0
G37-G72	G37	G72	enet	2	-0.25985063854035534	0.25985063854035534	1.0	-0.07033791389994752	0.07033791389994752	2.0	-0.25985063854035534	0.25985063854035534	1.0
G43-G10	G43	G10	enet	2	0.2579744320133762	0.2579744320133762	1.0				0.2579744320133762	0.2579744320133762	1.0
G88-G50	G88	G50	enet	2	0.2576666228044309	0.2576666228044309	1.0				0.2576666228044309	0.2576666228044309	1.0
G36-G37	G36	G37	enet	2	0.2548064201561351	0.2548064201561351	1.0	0.050081910653076885	0.050081910653076885	2.0	0.2548064201561351	0.2548064201561351	1.0
G46-G47	G46	G47	enet	2	0.2541405318655085	0.2541405318655085	1.0	0.022846876869020757	0.022846876869020757	2.0	0.2541405318655085	0.2541405318655085	1.0
G37-G74	G37	G74	enet	2	-0.24875035141545962	0.24875035141545962	1.0	-0.2466889407818701	0.2466889407818701	2.0	-0.24875035141545962	0.24875035141545962	1.0
G21-G62	G21	G62	enet	2	-0.23687110749538695	0.23687110749538695	1.0				-0.23687110749538695	0.23687110749538695	1.0
G43-G91	G43	G91	enet	2	0.2360401505902302	0.2360401505902302	1.0				0.2360401505902302	0.2360401505902302	1.0
G70-G72	G70	G72	enet	2	0.2296665247146846	0.2296665247146846	1.0				0.2296665247146846	0.2296665247146846	1.0
G90-G100	G90	G100	enet	2	0.22744262155351086	0.22744262155351086	1.0	0.03355575867693674	0.03355575867693674	2.0	0.22744262155351086	0.22744262155351086	1.0
G43-G44	G43	G44	enet	2	0.22122323011801542	0.22122323011801542	1.0	0.06174453552049224	0.06174453552049224	2.0	0.22122323011801542	0.22122323011801542	1.0
G89-G7	G89	G7	enet	2	-0.21994441654410166	0.21994441654410166	1.0				-0.21994441654410166	0.21994441654410166	1.0
G63-G79	G63	G79	enet	2	-0.21936850208059117	0.21936850208059117	1.0	-0.08473498523921288	0.08473498523921288	2.0	-0.21936850208059117	0.21936850208059117	1.0
G90-G91	G90	G91	enet	2	-0.21856162762657694	0.21856162762657694	1.0				-0.21856162762657694	0.21856162762657694	1.0
G95-G35	G95	G35	enet	2	-0.2141256340181338	0.2141256340181338	1.0				-0.2141256340181338	0.2141256340181338	1.0
G37-G71	G37	G71	enet	2	-0.21401326432614218	0.21401326432614218	1.0	-0.02751002983886644	0.02751002983886644	2.0	-0.21401326432614218	0.21401326432614218	1.0
G99-G75	G99	G75	enet	2	-0.21359439679906472	0.21359439679906472	1.0	0.029715466957096228	0.029715466957096228	2.0	-0.21359439679906472	0.21359439679906472	1.0
G41-G46	G41	G46	enet	2	-0.21204766790743568	0.21204766790743568	1.0	-0.0394639792862629	0.0394639792862629	2.0	-0.21204766790743568	0.21204766790743568	1.0
G16-G100	G16	G100	enet	2	0.2098058798429275	0.2098058798429275	1.0				0.2098058798429275	0.2098058798429275	1.0
G16-G91	G16	G91	enet	2	-0.20969054103381096	0.20969054103381096	1.0	-0.10111553887741975	0.10111553887741975	2.0	-0.20969054103381096	0.20969054103381096	1.0
G91-G43	G91	G43	enet	2	0.20571220956744332	0.20571220956744332	1.0	0.1272102471938209	0.1272102471938209	2.0	0.20571220956744332	0.20571220956744332	1.0
G55-G46	G55	G46	enet	2	-0.20272063535013418	0.20272063535013418	1.0	-0.04413134059930973	0.04413134059930973	2.0	-0.20272063535013418	0.20272063535013418	1.0
G70-G73	G70	G73	enet	2	0.2016675710212281	0.2016675710212281	1.0				0.2016675710212281	0.2016675710212281	1.0
G79-G80	G79	G80	enet	2	0.20117596367001303	0.20117596367001303	1.0	0.05474287021292248	0.05474287021292248	2.0	0.20117596367001303	0.20117596367001303	1.0
G21-G5	G21	G5	enet	2	-0.1995677214539567	0.1995677214539567	1.0				-0.1995677214539567	0.1995677214539567	1.0
G46-G52	G46	G52	enet	2	0.1933766001478856	0.1933766001478856	1.0				0.1933766001478856	0.1933766001478856	1.0
G26-G30	G26	G30	enet	2	0.1923371799283329	0.1923371799283329	1.0	0.04407497666685037	0.04407497666685037	2.0	0.1923371799283329	0.1923371799283329	1.0
G86-G26	G86	G26	enet	2	-0.1895932404833916	0.1895932404833916	1.0				-0.1895932404833916	0.1895932404833916	1.0
G81-G98	G81	G98	enet	2	0.18802113355772168	0.18802113355772168	1.0	0.03763921698851358	0.03763921698851358	2.0	0.18802113355772168	0.18802113355772168	1.0
G66-G10	G66	G10	enet	2	-0.18636372633464435	0.18636372633464435	1.0				-0.18636372633464435	0.18636372633464435	1.0
G49-G83	G49	G83	enet	2	-0.18477825986269442	0.18477825986269442	1.0				-0.18477825986269442	0.18477825986269442	1.0
G16-G36	G16	G36	enet	2	-0.18475195212769627	0.18475195212769627	1.0				-0.18475195212769627	0.18475195212769627	1.0
G39-G36	G39	G36	enet	2	-0.18277189508509084	0.18277189508509084	1.0				-0.18277189508509084	0.18277189508509084	1.0
G90-G77	G90	G77	enet	2	-0.18188890328979304	0.18188890328979304	1.0	-0.014117723287312874	0.014117723287312874	2.0	-0.18188890328979304	0.18188890328979304	1.0
G43-G4	G43	G4	enet	2	0.18164432674173586	0.18164432674173586	1.0	-0.00614340975476389	0.00614340975476389	2.0	0.18164432674173586	0.18164432674173586	1.0
G26-G34	G26	G34	enet	2	-0.18138791028044474	0.18138791028044474	1.0	-0.09258962880543548	0.09258962880543548	2.0	-0.18138791028044474	0.18138791028044474	1.0
G46-G37	G46	G37	enet	2	0.18081268351455607	0.18081268351455607	1.0	0.12266425571215141	0.12266425571215141	2.0	0.18081268351455607	0.18081268351455607	1.0
G81-G62	G81	G62	enet	2	0.17959654936508573	0.17959654936508573	1.0				0.17959654936508573	0.17959654936508573	1.0
G99-G96	G99	G96	enet	2	-0.1751956473774927	0.1751956473774927	1.0				-0.1751956473774927	0.1751956473774927	1.0
G31-G93	G31	G93	enet	2	-0.17455484096261756	0.17455484096261756	1.0				-0.17455484096261756	0.17455484096261756	1.0
G53-G89	G53	G89	enet	2	-0.17377546219952594	0.17377546219952594	1.0				-0.17377546219952594	0.17377546219952594	1.0
G9-G93	G9	G93	enet	2	-0.1737525157339914	0.1737525157339914	1.0				-0.1737525157339914	0.1737525157339914	1.0
G94-G71	G94	G71	enet	2	0.1736584075446	0.1736584075446	1.0				0.1736584075446	0.1736584075446	1.0
G19-G80	G19	G80	enet	2	0.17358778428117574	0.17358778428117574	1.0				0.17358778428117574	0.17358778428117574	1.0
