Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G94-G63	G94	G63	enet	2	0.26274960131524233	0.26274960131524233	1.0	0.14939526755963933	0.14939526755963933	2.0	0.26274960131524233	0.26274960131524233	1.0
G61-G37	G61	G37	enet	2	-0.2297614714029737	0.2297614714029737	1.0				-0.2297614714029737	0.2297614714029737	1.0
G55-G43	G55	G43	enet	2	-0.20724660184543856	0.20724660184543856	1.0				-0.20724660184543856	0.20724660184543856	1.0
G92-G37	G92	G37	enet	2	0.1967850301060569	0.1967850301060569	1.0				0.1967850301060569	0.1967850301060569	1.0
G67-G46	G67	G46	enet	2	0.17644055481377474	0.17644055481377474	1.0				0.17644055481377474	0.17644055481377474	1.0
G95-G92	G95	G92	enet	2	-0.17352427768419348	0.17352427768419348	1.0				-0.17352427768419348	0.17352427768419348	1.0
G31-G46	G31	G46	enet	2	0.17160325041642277	0.17160325041642277	1.0	-0.09784000478061232	0.09784000478061232	2.0	0.17160325041642277	0.17160325041642277	1.0
G94-G44	G94	G44	enet	2	0.16974171360720164	0.16974171360720164	1.0	0.15814877811863393	0.15814877811863393	2.0	0.16974171360720164	0.16974171360720164	1.0
G86-G24	G86	G24	enet	2	-0.16616998124987228	0.16616998124987228	1.0				-0.16616998124987228	0.16616998124987228	1.0
G70-G98	G70	G98	enet	2	0.16540124103818893	0.16540124103818893	1.0				0.16540124103818893	0.16540124103818893	1.0
G65-G37	G65	G37	enet	2	-0.16340217084331896	0.16340217084331896	1.0				-0.16340217084331896	0.16340217084331896	1.0
G68-G72	G68	G72	enet	2	0.16147030209201482	0.16147030209201482	1.0	0.24015425915466815	0.24015425915466815	2.0	0.24015425915466815	0.24015425915466815	2.0
G83-G90	G83	G90	enet	2	0.1603283128172772	0.1603283128172772	1.0				0.1603283128172772	0.1603283128172772	1.0
G56-G72	G56	G72	enet	2	-0.159879292816986	0.159879292816986	1.0	-0.05804050919294719	0.05804050919294719	2.0	-0.159879292816986	0.159879292816986	1.0
G95-G94	G95	G94	enet	2	-0.15968373936280814	0.15968373936280814	1.0	-0.07555612689812008	0.07555612689812008	2.0	-0.15968373936280814	0.15968373936280814	1.0
G70-G90	G70	G90	enet	2	0.15947638881491683	0.15947638881491683	1.0	0.003066356574355088	0.003066356574355088	2.0	0.15947638881491683	0.15947638881491683	1.0
G48-G36	G48	G36	enet	2	-0.1591232560178721	0.1591232560178721	1.0				-0.1591232560178721	0.1591232560178721	1.0
G57-G47	G57	G47	enet	2	0.1566231314562415	0.1566231314562415	1.0	-0.11633783927572885	0.11633783927572885	2.0	0.1566231314562415	0.1566231314562415	1.0
G31-G76	G31	G76	enet	2	-0.15368676806198792	0.15368676806198792	1.0	-0.061727392669943676	0.061727392669943676	2.0	-0.15368676806198792	0.15368676806198792	1.0
G25-G37	G25	G37	enet	2	-0.15133493470719359	0.15133493470719359	1.0				-0.15133493470719359	0.15133493470719359	1.0
G39-G36	G39	G36	enet	2	0.15062266628867854	0.15062266628867854	1.0				0.15062266628867854	0.15062266628867854	1.0
G81-G56	G81	G56	enet	2	-0.15024067018662368	0.15024067018662368	1.0	0.007069266779787812	0.007069266779787812	2.0	-0.15024067018662368	0.15024067018662368	1.0
G61-G29	G61	G29	enet	2	0.15021166113669449	0.15021166113669449	1.0	0.13166822397495684	0.13166822397495684	2.0	0.15021166113669449	0.15021166113669449	1.0
G21-G52	G21	G52	enet	2	-0.1501994775097977	0.1501994775097977	1.0				-0.1501994775097977	0.1501994775097977	1.0
G35-G46	G35	G46	enet	2	0.14958527237301067	0.14958527237301067	1.0	0.010964041627612518	0.010964041627612518	2.0	0.14958527237301067	0.14958527237301067	1.0
G26-G63	G26	G63	enet	2	-0.14739113166244439	0.14739113166244439	1.0	-0.0015050349594377091	0.0015050349594377091	2.0	-0.14739113166244439	0.14739113166244439	1.0
G62-G36	G62	G36	enet	2	-0.14687753988143923	0.14687753988143923	1.0	0.019492131542384147	0.019492131542384147	2.0	-0.14687753988143923	0.14687753988143923	1.0
G49-G76	G49	G76	enet	2	-0.1461282478386346	0.1461282478386346	1.0	0.01787411498081555	0.01787411498081555	2.0	-0.1461282478386346	0.1461282478386346	1.0
G22-G72	G22	G72	enet	2	0.14589865660372028	0.14589865660372028	1.0				0.14589865660372028	0.14589865660372028	1.0
G40-G95	G40	G95	enet	2	0.145420475652176	0.145420475652176	1.0				0.145420475652176	0.145420475652176	1.0
G53-G66	G53	G66	enet	2	0.14408989048642626	0.14408989048642626	1.0	-0.05743736611357577	0.05743736611357577	2.0	0.14408989048642626	0.14408989048642626	1.0
G23-G98	G23	G98	enet	2	0.14367776031259633	0.14367776031259633	1.0				0.14367776031259633	0.14367776031259633	1.0
G34-G40	G34	G40	enet	2	0.14352415076021316	0.14352415076021316	1.0	0.05827192148511576	0.05827192148511576	2.0	0.14352415076021316	0.14352415076021316	1.0
G68-G8	G68	G8	enet	2	-0.14338777305035053	0.14338777305035053	1.0	0.04568710741933367	0.04568710741933367	2.0	-0.14338777305035053	0.14338777305035053	1.0
G58-G48	G58	G48	enet	2	-0.14324286104485756	0.14324286104485756	1.0				-0.14324286104485756	0.14324286104485756	1.0
G48-G37	G48	G37	enet	2	-0.14311435245340332	0.14311435245340332	1.0	-0.09705102757975495	0.09705102757975495	2.0	-0.14311435245340332	0.14311435245340332	1.0
G56-G73	G56	G73	enet	2	-0.14281856808905927	0.14281856808905927	1.0				-0.14281856808905927	0.14281856808905927	1.0
G42-G65	G42	G65	enet	2	0.14200238523284636	0.14200238523284636	1.0				0.14200238523284636	0.14200238523284636	1.0
G31-G83	G31	G83	enet	2	-0.14148068011680123	0.14148068011680123	1.0	-0.05203208417777718	0.05203208417777718	2.0	-0.14148068011680123	0.14148068011680123	1.0
G63-G79	G63	G79	enet	2	0.14084143264313054	0.14084143264313054	1.0	0.023093968154434485	0.023093968154434485	2.0	0.14084143264313054	0.14084143264313054	1.0
G1-G8	G1	G8	enet	2	-0.14019900415389147	0.14019900415389147	1.0				-0.14019900415389147	0.14019900415389147	1.0
G83-G8	G83	G8	enet	2	0.13902353234222165	0.13902353234222165	1.0				0.13902353234222165	0.13902353234222165	1.0
G29-G37	G29	G37	enet	2	0.13874591192555955	0.13874591192555955	1.0				0.13874591192555955	0.13874591192555955	1.0
G50-G91	G50	G91	enet	2	0.1383914189185261	0.1383914189185261	1.0				0.1383914189185261	0.1383914189185261	1.0
G49-G68	G49	G68	enet	2	0.13656561779482249	0.13656561779482249	1.0				0.13656561779482249	0.13656561779482249	1.0
G31-G93	G31	G93	enet	2	-0.13656125924589912	0.13656125924589912	1.0	-0.08894470590349844	0.08894470590349844	2.0	-0.13656125924589912	0.13656125924589912	1.0
G83-G51	G83	G51	enet	2	0.1348701967995129	0.1348701967995129	1.0				0.1348701967995129	0.1348701967995129	1.0
G98-G5	G98	G5	enet	2	0.13474278784223265	0.13474278784223265	1.0	0.12123968341265064	0.12123968341265064	2.0	0.13474278784223265	0.13474278784223265	1.0
G25-G76	G25	G76	enet	2	-0.1345915527144755	0.1345915527144755	1.0				-0.1345915527144755	0.1345915527144755	1.0
G42-G52	G42	G52	enet	2	0.1344825214059725	0.1344825214059725	1.0				0.1344825214059725	0.1344825214059725	1.0
G62-G24	G62	G24	enet	2	0.13409165112552646	0.13409165112552646	1.0				0.13409165112552646	0.13409165112552646	1.0
G28-G90	G28	G90	enet	2	-0.1336820248625438	0.1336820248625438	1.0	0.022399704338504186	0.022399704338504186	2.0	-0.1336820248625438	0.1336820248625438	1.0
G79-G100	G79	G100	enet	2	0.1333745324949075	0.1333745324949075	1.0				0.1333745324949075	0.1333745324949075	1.0
G83-G100	G83	G100	enet	2	0.13288145622456443	0.13288145622456443	1.0				0.13288145622456443	0.13288145622456443	1.0
G69-G76	G69	G76	enet	2	0.13223573991353152	0.13223573991353152	1.0	-0.06354020853190501	0.06354020853190501	2.0	0.13223573991353152	0.13223573991353152	1.0
G51-G44	G51	G44	enet	2	-0.13055598707206711	0.13055598707206711	1.0				-0.13055598707206711	0.13055598707206711	1.0
G47-G76	G47	G76	enet	2	0.12996279280081596	0.12996279280081596	1.0	0.060205940149644505	0.060205940149644505	2.0	0.12996279280081596	0.12996279280081596	1.0
