Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G99	G21	G99	enet	2	-0.4150759304679979	0.4150759304679979	1.0				-0.4150759304679979	0.4150759304679979	1.0
G66-G46	G66	G46	enet	2	0.36830808461658754	0.36830808461658754	1.0				0.36830808461658754	0.36830808461658754	1.0
G21-G98	G21	G98	enet	2	-0.3596634580084741	0.3596634580084741	1.0				-0.3596634580084741	0.3596634580084741	1.0
G46-G57	G46	G57	enet	2	-0.3478339638846403	0.3478339638846403	1.0				-0.3478339638846403	0.3478339638846403	1.0
G41-G76	G41	G76	enet	2	-0.33356948200060177	0.33356948200060177	1.0				-0.33356948200060177	0.33356948200060177	1.0
G43-G91	G43	G91	enet	2	0.3286539176193914	0.3286539176193914	1.0				0.3286539176193914	0.3286539176193914	1.0
G21-G62	G21	G62	enet	2	-0.3195852387731982	0.3195852387731982	1.0				-0.3195852387731982	0.3195852387731982	1.0
G41-G51	G41	G51	enet	2	-0.30996656848632925	0.30996656848632925	1.0				-0.30996656848632925	0.30996656848632925	1.0
G43-G10	G43	G10	enet	2	0.29774354468308223	0.29774354468308223	1.0				0.29774354468308223	0.29774354468308223	1.0
G37-G29	G37	G29	enet	2	-0.27222746145614585	0.27222746145614585	1.0	-0.20293125316273464	0.20293125316273464	2.0	-0.27222746145614585	0.27222746145614585	1.0
G36-G37	G36	G37	enet	2	0.266426619753926	0.266426619753926	1.0				0.266426619753926	0.266426619753926	1.0
G43-G44	G43	G44	enet	2	0.2651360470417148	0.2651360470417148	1.0	0.16354838867247323	0.16354838867247323	2.0	0.2651360470417148	0.2651360470417148	1.0
G46-G53	G46	G53	enet	2	0.26465209827543135	0.26465209827543135	1.0				0.26465209827543135	0.26465209827543135	1.0
G21-G26	G21	G26	enet	2	-0.26139745678121784	0.26139745678121784	1.0				-0.26139745678121784	0.26139745678121784	1.0
G37-G74	G37	G74	enet	2	-0.24753170372486058	0.24753170372486058	1.0	-0.2755398565735782	0.2755398565735782	2.0	-0.2755398565735782	0.2755398565735782	2.0
G9-G93	G9	G93	enet	2	-0.24062862247221378	0.24062862247221378	1.0				-0.24062862247221378	0.24062862247221378	1.0
G81-G98	G81	G98	enet	2	0.23734947640848797	0.23734947640848797	1.0				0.23734947640848797	0.23734947640848797	1.0
G21-G8	G21	G8	enet	2	-0.23100394819781642	0.23100394819781642	1.0				-0.23100394819781642	0.23100394819781642	1.0
G9-G31	G9	G31	enet	2	0.2301780105449638	0.2301780105449638	1.0				0.2301780105449638	0.2301780105449638	1.0
G42-G36	G42	G36	enet	2	0.22113979249769308	0.22113979249769308	1.0				0.22113979249769308	0.22113979249769308	1.0
G63-G79	G63	G79	enet	2	-0.2180221247205811	0.2180221247205811	1.0				-0.2180221247205811	0.2180221247205811	1.0
G46-G22	G46	G22	enet	2	-0.20487185182965706	0.20487185182965706	1.0	-0.089606405394103	0.089606405394103	2.0	-0.20487185182965706	0.20487185182965706	1.0
G80-G91	G80	G91	enet	2	0.2033661544230972	0.2033661544230972	1.0				0.2033661544230972	0.2033661544230972	1.0
G40-G93	G40	G93	enet	2	0.2008605940606272	0.2008605940606272	1.0				0.2008605940606272	0.2008605940606272	1.0
G29-G72	G29	G72	enet	2	0.19920194394679094	0.19920194394679094	1.0				0.19920194394679094	0.19920194394679094	1.0
