Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G98	G21	G98	enet	2	-0.3744296508935864	0.3744296508935864	1.0	0.03112800540357469	0.03112800540357469	2.0	-0.3744296508935864	0.3744296508935864	1.0
G41-G51	G41	G51	enet	2	-0.3708963668960283	0.3708963668960283	1.0				-0.3708963668960283	0.3708963668960283	1.0
G21-G62	G21	G62	enet	2	-0.34744542277779233	0.34744542277779233	1.0				-0.34744542277779233	0.34744542277779233	1.0
G46-G47	G46	G47	enet	2	0.34205355624362566	0.34205355624362566	1.0				0.34205355624362566	0.34205355624362566	1.0
G21-G99	G21	G99	enet	2	-0.3210585651251469	0.3210585651251469	1.0	-0.03391145581268801	0.03391145581268801	2.0	-0.3210585651251469	0.3210585651251469	1.0
G46-G57	G46	G57	enet	2	-0.3104550382986332	0.3104550382986332	1.0	-0.09238916104385592	0.09238916104385592	2.0	-0.3104550382986332	0.3104550382986332	1.0
G37-G29	G37	G29	enet	2	-0.2926038921786316	0.2926038921786316	1.0	-0.16821808080497125	0.16821808080497125	2.0	-0.2926038921786316	0.2926038921786316	1.0
G10-G43	G10	G43	enet	2	0.2895912394197036	0.2895912394197036	1.0				0.2895912394197036	0.2895912394197036	1.0
G37-G47	G37	G47	enet	2	0.27034672140598554	0.27034672140598554	1.0	0.006370928263008492	0.006370928263008492	2.0	0.27034672140598554	0.27034672140598554	1.0
G43-G91	G43	G91	enet	2	0.26638975738921755	0.26638975738921755	1.0	-0.0020634906985929156	0.0020634906985929156	2.0	0.26638975738921755	0.26638975738921755	1.0
G37-G72	G37	G72	enet	2	-0.2644599517039364	0.2644599517039364	1.0				-0.2644599517039364	0.2644599517039364	1.0
G37-G74	G37	G74	enet	2	-0.2610369532409038	0.2610369532409038	1.0	-0.2916623839246865	0.2916623839246865	2.0	-0.2916623839246865	0.2916623839246865	2.0
G9-G31	G9	G31	enet	2	0.24797105509152012	0.24797105509152012	1.0				0.24797105509152012	0.24797105509152012	1.0
G55-G46	G55	G46	enet	2	-0.24570939460569183	0.24570939460569183	1.0				-0.24570939460569183	0.24570939460569183	1.0
G79-G80	G79	G80	enet	2	0.24532534405297657	0.24532534405297657	1.0				0.24532534405297657	0.24532534405297657	1.0
G46-G37	G46	G37	enet	2	0.24355741010425858	0.24355741010425858	1.0	0.04086746873150542	0.04086746873150542	2.0	0.24355741010425858	0.24355741010425858	1.0
G99-G36	G99	G36	enet	2	-0.24165415334422957	0.24165415334422957	1.0				-0.24165415334422957	0.24165415334422957	1.0
G37-G71	G37	G71	enet	2	-0.23825498713468424	0.23825498713468424	1.0	-0.052352948943306665	0.052352948943306665	2.0	-0.23825498713468424	0.23825498713468424	1.0
G26-G34	G26	G34	enet	2	-0.23811673668996972	0.23811673668996972	1.0	-0.1206892604401564	0.1206892604401564	2.0	-0.23811673668996972	0.23811673668996972	1.0
G73-G89	G73	G89	enet	2	0.23741217003903517	0.23741217003903517	1.0				0.23741217003903517	0.23741217003903517	1.0
G10-G37	G10	G37	enet	2	0.2313647231772062	0.2313647231772062	1.0	0.05537597874564834	0.05537597874564834	2.0	0.2313647231772062	0.2313647231772062	1.0
G9-G93	G9	G93	enet	2	-0.23130672032106533	0.23130672032106533	1.0				-0.23130672032106533	0.23130672032106533	1.0
G31-G4	G31	G4	enet	2	-0.23101027077061106	0.23101027077061106	1.0				-0.23101027077061106	0.23101027077061106	1.0
G48-G36	G48	G36	enet	2	-0.23038751860875886	0.23038751860875886	1.0				-0.23038751860875886	0.23038751860875886	1.0
G68-G42	G68	G42	enet	2	-0.22591107594344564	0.22591107594344564	1.0				-0.22591107594344564	0.22591107594344564	1.0
G46-G53	G46	G53	enet	2	0.2228934658308601	0.2228934658308601	1.0	0.11695993050505521	0.11695993050505521	2.0	0.2228934658308601	0.2228934658308601	1.0
G41-G76	G41	G76	enet	2	-0.22125947772259522	0.22125947772259522	1.0				-0.22125947772259522	0.22125947772259522	1.0
G21-G26	G21	G26	enet	2	-0.22075448209659704	0.22075448209659704	1.0				-0.22075448209659704	0.22075448209659704	1.0
G39-G16	G39	G16	enet	2	0.2177107176099698	0.2177107176099698	1.0	-0.009704369915307784	0.009704369915307784	2.0	0.2177107176099698	0.2177107176099698	1.0
G46-G52	G46	G52	enet	2	0.21715402818542026	0.21715402818542026	1.0				0.21715402818542026	0.21715402818542026	1.0
G12-G91	G12	G91	enet	2	0.21526919470440498	0.21526919470440498	1.0				0.21526919470440498	0.21526919470440498	1.0
G43-G10	G43	G10	enet	2	0.2126009756221775	0.2126009756221775	1.0	0.043469117330770794	0.043469117330770794	2.0	0.2126009756221775	0.2126009756221775	1.0
G31-G43	G31	G43	enet	2	-0.21155512209069116	0.21155512209069116	1.0				-0.21155512209069116	0.21155512209069116	1.0
G28-G36	G28	G36	enet	2	-0.21117283581611881	0.21117283581611881	1.0				-0.21117283581611881	0.21117283581611881	1.0
G63-G79	G63	G79	enet	2	-0.21105637259274737	0.21105637259274737	1.0	-0.10413190654830537	0.10413190654830537	2.0	-0.21105637259274737	0.21105637259274737	1.0
G90-G83	G90	G83	enet	2	0.21073936091159026	0.21073936091159026	1.0	0.04946045425089255	0.04946045425089255	2.0	0.21073936091159026	0.21073936091159026	1.0
G62-G36	G62	G36	enet	2	-0.21003419716986582	0.21003419716986582	1.0				-0.21003419716986582	0.21003419716986582	1.0
G29-G72	G29	G72	enet	2	0.2088952243512737	0.2088952243512737	1.0				0.2088952243512737	0.2088952243512737	1.0
G19-G80	G19	G80	enet	2	0.20787850375105765	0.20787850375105765	1.0				0.20787850375105765	0.20787850375105765	1.0
G37-G62	G37	G62	enet	2	-0.20747556783137538	0.20747556783137538	1.0	-0.07946220127712271	0.07946220127712271	2.0	-0.20747556783137538	0.20747556783137538	1.0
G19-G20	G19	G20	enet	2	0.20671589155738518	0.20671589155738518	1.0				0.20671589155738518	0.20671589155738518	1.0
G66-G46	G66	G46	enet	2	0.2014308701876557	0.2014308701876557	1.0				0.2014308701876557	0.2014308701876557	1.0
G59-G36	G59	G36	enet	2	0.19961708151022212	0.19961708151022212	1.0				0.19961708151022212	0.19961708151022212	1.0
G23-G24	G23	G24	enet	2	0.19867807059233628	0.19867807059233628	1.0				0.19867807059233628	0.19867807059233628	1.0
G46-G22	G46	G22	enet	2	-0.1985459629732801	0.1985459629732801	1.0	-0.06200347561119526	0.06200347561119526	2.0	-0.1985459629732801	0.1985459629732801	1.0
G93-G85	G93	G85	enet	2	0.1977979228045247	0.1977979228045247	1.0				0.1977979228045247	0.1977979228045247	1.0
