Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G37-G74	G37	G74	-0.2653697673866212	0.2653697673866212	enet	2	2
G26-G46	G26	G46	0.26491493129400673	0.26491493129400673	enet	2	2
G37-G29	G37	G29	-0.25273721193902093	0.25273721193902093	enet	2	2
G37-G69	G37	G69	0.2512429432697901	0.2512429432697901	enet	2	2
G27-G1	G27	G1	-0.24118271421213786	0.24118271421213786	enet	2	2
G96-G65	G96	G65	-0.2373139599203465	0.2373139599203465	enet	2	2
G63-G43	G63	G43	-0.23146837720806102	0.23146837720806102	enet	2	2
G45-G63	G45	G63	0.2304123428099262	0.2304123428099262	enet	2	2
G80-G31	G80	G31	-0.22930262569162044	0.22930262569162044	enet	2	2
G93-G95	G93	G95	0.22553785134122084	0.22553785134122084	enet	2	2
G70-G36	G70	G36	0.21655270069651633	0.21655270069651633	enet	2	2
G17-G100	G17	G100	-0.2124009261844372	0.2124009261844372	enet	2	2
G74-G36	G74	G36	0.20748108806097518	0.20748108806097518	enet	2	2
G70-G37	G70	G37	0.20492507871997362	0.20492507871997362	enet	2	2
G80-G100	G80	G100	0.2019955643382508	0.2019955643382508	enet	2	2
G54-G35	G54	G35	0.19952637428028883	0.19952637428028883	enet	2	2
G18-G52	G18	G52	0.19407412322635037	0.19407412322635037	enet	2	2
G45-G46	G45	G46	-0.19218265868555998	0.19218265868555998	enet	2	2
G47-G37	G47	G37	-0.18885170701533271	0.18885170701533271	enet	2	2
G53-G43	G53	G43	0.18883169416585782	0.18883169416585782	enet	2	2
G91-G51	G91	G51	0.18809126075876476	0.18809126075876476	enet	2	2
G7-G18	G7	G18	-0.18255822831403773	0.18255822831403773	enet	2	2
G24-G10	G24	G10	0.18043124204571914	0.18043124204571914	enet	2	2
G43-G44	G43	G44	0.17947154809218674	0.17947154809218674	enet	2	2
G29-G89	G29	G89	0.1780173357348659	0.1780173357348659	enet	2	2
G31-G76	G31	G76	0.1750836786955184	0.1750836786955184	enet	2	2
G77-G10	G77	G10	-0.1721883486013748	0.1721883486013748	enet	2	2
G95-G46	G95	G46	0.17089409174319184	0.17089409174319184	enet	2	2
G43-G64	G43	G64	0.16971651691821138	0.16971651691821138	enet	2	2
G89-G71	G89	G71	0.16496798988156405	0.16496798988156405	enet	2	2
G70-G90	G70	G90	0.16183185942268277	0.16183185942268277	enet	2	2
G61-G93	G61	G93	0.15747302916343978	0.15747302916343978	enet	2	2
G77-G56	G77	G56	-0.15733074072195108	0.15733074072195108	enet	2	2
G80-G93	G80	G93	0.15698347639979862	0.15698347639979862	enet	2	2
G94-G66	G94	G66	0.15473585181402358	0.15473585181402358	enet	2	2
G83-G46	G83	G46	-0.15392754980625442	0.15392754980625442	enet	2	2
G4-G36	G4	G36	-0.15390136962409182	0.15390136962409182	enet	2	2
G35-G43	G35	G43	0.15383976859271567	0.15383976859271567	enet	2	2
G4-G1	G4	G1	-0.15294731016805427	0.15294731016805427	enet	2	2
G31-G1	G31	G1	-0.1512956838093871	0.1512956838093871	enet	2	2
G16-G91	G16	G91	-0.14945409961928263	0.14945409961928263	enet	2	2
G43-G63	G43	G63	0.14936742916204887	0.14936742916204887	enet	2	2
G89-G46	G89	G46	0.148872887303065	0.148872887303065	enet	2	2
G74-G46	G74	G46	0.1484304344692221	0.1484304344692221	enet	2	2
G91-G43	G91	G43	0.14689947823476182	0.14689947823476182	enet	2	2
G26-G27	G26	G27	0.1467099637252094	0.1467099637252094	enet	2	2
G80-G90	G80	G90	0.14628719925262368	0.14628719925262368	enet	2	2
G70-G73	G70	G73	-0.1456801438412664	0.1456801438412664	enet	2	2
G83-G85	G83	G85	0.1441443374854755	0.1441443374854755	enet	2	2
G17-G39	G17	G39	-0.1440954607128715	0.1440954607128715	enet	2	2
G91-G36	G91	G36	0.143439432964113	0.143439432964113	enet	2	2
G88-G58	G88	G58	0.14056136058000807	0.14056136058000807	enet	2	2
G51-G93	G51	G93	-0.13830880058959566	0.13830880058959566	enet	2	2
G46-G22	G46	G22	-0.1375969803028278	0.1375969803028278	enet	2	2
G48-G40	G48	G40	0.13682632830645092	0.13682632830645092	enet	2	2
G47-G43	G47	G43	0.13418595090009014	0.13418595090009014	enet	2	2
G77-G71	G77	G71	-0.1336764844278474	0.1336764844278474	enet	2	2
G90-G56	G90	G56	-0.13286743847678317	0.13286743847678317	enet	2	2
G12-G71	G12	G71	0.13229711791830867	0.13229711791830867	enet	2	2
G88-G81	G88	G81	0.13160082202537385	0.13160082202537385	enet	2	2
G21-G62	G21	G62	-0.13155616576319148	0.13155616576319148	enet	2	2
G71-G40	G71	G40	0.13087130614576345	0.13087130614576345	enet	2	2
G24-G43	G24	G43	0.1307304556431369	0.1307304556431369	enet	2	2
