gene	A549.rna_seq.dedex.00h.rep1	A549.rna_seq.dedex.00h30m.rep1	A549.rna_seq.dedex.01h.rep1	A549.rna_seq.dedex.02h.rep1	A549.rna_seq.dedex.03h.rep1	A549.rna_seq.dedex.04h.rep1	A549.rna_seq.dedex.05h.rep1	A549.rna_seq.dedex.06h.rep1	A549.rna_seq.dedex.07h.rep1	A549.rna_seq.dedex.08h.rep1	A549.rna_seq.dedex.10h.rep1	A549.rna_seq.dedex.12h.rep1
ENSG00000187583.9	-0.00456061462667	-0.176028272977	0.0702714007833	0.167685951333	0.122842273243	0.183274502233	0.0309351457833	0.0341803798833	-0.118444160207	0.207388465533	-0.208600167197	-0.308944903787
ENSG00000131584.17	-0.0964489731067	-0.0135387398167	-0.0958061063467	-0.0129245015167	-0.105634161897	-0.113234914107	0.107282157403	0.00544197989333	0.120186805923	0.133851789493	-0.0131213032767	0.0839459673533
ENSG00000221978.10	-0.00340390705667	0.0228908497233	-0.00248349092667	0.0255977457633	-0.116729811217	0.0733314028933	0.0631572405833	-0.0463890936667	-0.0224057271767	-0.0144848933767	0.0538205388033	-0.0329008543467
ENSG00000116237.14	-0.0456420179675	0.0451169901325	0.122233104223	-0.0798202331675	0.0909014638625	-0.000133700047499	-0.0754364049375	-0.0248907086875	-0.0554868641875	-0.0046067377175	0.0888078544825	-0.0610427459875
ENSG00000158292.6	-0.212549440074	-0.455427656804	0.451343412286	0.303918843386	-0.00193885507417	-0.262932490764	0.325170832656	-0.432029026084	0.627838963486	-0.0910024229942	-0.567332384534	0.314940224516
ENSG00000097021.18	-0.00737263406667	0.0544680955633	0.0221404747433	0.0258813359933	-0.0474629216167	-0.250382260357	0.204444975083	0.0884315563633	0.107035851313	-0.0112237195567	-0.296890548407	0.110929794943
ENSG00000116273.5	0.0536089456542	0.108110523264	0.0165269055642	0.121735784074	-0.0139746792558	-0.0673761575058	-0.106574633196	-0.0436001300958	-0.417365565626	0.0862439870542	-0.00185941856583	0.264524438634
ENSG00000171735.17	-0.0811027052017	0.0299698226783	0.0522594344883	-0.0918547907817	-0.0716207128417	-0.0663819206317	0.103020963658	0.0615642249483	0.0602316516783	0.00685458114833	0.0323799633083	-0.0353205124517
ENSG00000116285.11	-0.551483666072	0.665287573418	-0.472955088532	-0.176037381422	0.474104884318	-0.384723351342	-0.142076154872	-0.363299917512	0.0999010258183	1.08298096422	0.157055161948	-0.388754049972
ENSG00000162426.13	0.0735889763733	0.416627418273	0.534574196563	-0.622257823597	0.286631782953	-0.0302941796367	-0.406210207447	0.255056894643	-0.529194275887	0.406919436773	-0.198450257217	-0.186991961797
ENSG00000049239.11	0.00498999612917	-0.0212982174208	-0.0119874322808	0.0210241664892	-0.0641026300508	-0.0290732146308	-0.00344302392083	-0.0286556618108	-0.0502103999608	-0.00815885170083	0.0733779680192	0.117537301139
ENSG00000171621.12	-0.277238511656	0.425919739144	-0.208673799886	-0.253207800646	0.0435972619542	-0.348238250476	0.354545196084	0.292469018224	0.237038446054	0.0118891450742	-0.0977377588558	-0.180362685016
ENSG00000171612.6	-0.0637247656325	-0.0243092070925	0.137875967108	-0.0224425575525	-0.0329322703525	0.158852985068	0.0968200777675	-0.108405912433	0.0539838461975	0.0692183470475	-0.205532009312	-0.0594045008125
ENSG00000188807.11	0.02526534274	-0.22612733767	-0.16729937237	-0.00688318229	0.12856877495	0.08577289558	0.03473651412	-0.11810904068	0.16574634686	0.08795998791	0.00781061979	-0.01744154894
ENSG00000173614.12	-0.119133081297	0.261390919773	-0.175682277357	0.0150419926225	0.0836419778425	0.157039335393	-0.0154560975275	-0.105522913037	0.0532384799325	0.0306038661425	-0.0934807567775	-0.0916814457075
ENSG00000175279.20	0.0858457230192	0.0605372927392	0.0529447447692	0.0356266926492	0.0365169615992	-0.217799033401	-0.0483012345208	0.0361654765792	-0.102258365101	0.199278079069	-0.131742288391	-0.00681404901083
ENSG00000116661.9	0.0641292749083	-0.0312922514817	0.122361238578	-0.0351813497217	0.0199771146083	-0.0974696839217	-0.00367940054167	0.148245612458	-0.0539486282217	0.00842456538833	-0.102671930302	-0.0388945617517
ENSG00000011021.20	-0.105672988816	-0.0140886834958	-0.142339276486	0.133547480664	0.163282799144	0.0324667585442	0.0528836045442	-0.0279254235358	0.0256221396942	-0.00361716297583	-0.0218833526058	-0.0922758946758
ENSG00000162496.7	-0.0014363286725	-0.0418232334925	-0.0007053804125	0.0341429574775	0.0104023918175	-0.0563168941925	0.0520566477775	0.0370987345875	-0.0564063827225	0.0893019832475	0.0158817139075	-0.0821962093225
ENSG00000116138.11	-0.0176045004342	0.0136564314258	-0.0624756581142	-0.0712042170042	-0.0362414539342	0.0749882216558	0.0398492574458	0.0616742544858	0.0305216264558	-0.0172728782942	0.0199993094458	-0.0358903931342
ENSG00000162458.11	-0.034902498005	0.097019623705	-0.056750286145	0.039859659515	0.087378227505	0.000704752994999	-0.027185847525	-0.035821863935	0.052724243325	0.011383271085	-0.042883991715	-0.091525290805
ENSG00000142627.12	0.295797999991	0.204833839521	-0.0361010645092	-0.207340471589	0.000874187510832	-0.105408443109	-0.103862247809	0.00819892607083	-0.0276342097992	0.163789217831	-0.0438695891192	-0.149278144989
ENSG00000169991.9	0.121795193328	-0.234174835862	-0.299869076582	0.325655633808	0.153006097918	0.154845034148	0.307412541048	-0.158422021382	-0.0287468785617	0.0382213846283	-0.399350841912	0.0196277694183
ENSG00000053372.4	0.00484509262083	-0.0554803368492	0.00598550058083	0.00696162051083	-0.0436560759492	-0.0238244832892	0.0299157518808	0.0208719108608	0.0464054042108	-0.0526981527592	0.0774047784008	-0.0167310102192
ENSG00000158747.12	-0.0285285663567	-0.0316244860767	0.171867922873	-0.148288931247	0.408234955523	0.0602185347333	-0.554527822197	-0.00742860892667	0.165224362373	-0.405570068487	0.249337673593	0.121085034193
ENSG00000158828.5	0.158651182459	-0.0815718795008	-0.129152000731	-0.0757719082208	0.195143552189	-0.112792979751	0.0412655019292	-0.0592781851108	0.0310739908492	0.119124624849	-0.0990018522508	0.0123099532892
ENSG00000127483.16	0.0175502348183	-0.0280701737617	0.0416935830383	-0.0731195915717	0.0521643356283	-0.0234913215517	-0.0516482789017	0.0450511492883	-0.0454433757617	-0.00215928739167	0.0268574059283	0.0406153202383
ENSG00000076864.18	0.0449087313233	0.124463130173	-0.456680493755	-0.0521551161767	0.783153232693	-0.139268746557	-0.228199741097	-0.174451770277	-0.148827354377	-0.304670449849	0.0937299368233	0.457998641073
ENSG00000133216.15	0.420922039067	0.130005055167	-0.224086773123	-0.369664672523	0.0189897077467	0.529196223937	0.331592831787	-0.153818740023	-0.338620636973	-0.337916833813	0.0716873964567	-0.0782855977033
ENSG00000007968.6	-0.292794581958	-0.321455249648	0.178864854772	-0.224219744988	0.0467878488817	0.427623829112	0.148251003782	0.0829261649117	0.264896672442	-0.133766455568	-0.161249846388	-0.0158644953483
ENSG00000117318.8	0.105525851297	0.000314855637499	-0.139452606603	0.190535748027	-0.142829808903	-0.105495138693	0.0924652640475	0.244277008797	-0.290242944333	0.211089290927	0.0405256498175	-0.206713170023
ENSG00000188529.13	-0.0817629807558	-0.000713592495833	0.246531566004	-0.125340790106	-0.154304570906	0.0937502657042	0.183932749304	-0.109438765816	-0.203474964806	-0.252874959156	0.565145609844	-0.161449566816
ENSG00000142677.3	0.431964660432	-0.298819956238	-0.231411196328	-0.206289634828	-0.180794124238	0.0491828895217	-0.160357352378	0.307203440622	0.147886993702	-0.0591545873083	0.220456889832	-0.0198680227883
ENSG00000001460.16	-0.0232382801267	-0.0409449155867	-0.0489786513967	-0.0467061485567	-0.0295751680867	0.100975401533	0.0888301953433	0.0480215366633	-0.0545638262367	-0.104504544647	0.0900109961233	0.0206734049733
ENSG00000001461.15	-0.0155034326333	0.0263175855567	-0.0110148429733	-0.0365141345533	0.107535944047	0.0150206806267	-0.0497611222033	-0.0667415053733	-0.0318007256333	-0.0701525433433	0.0592611100167	0.0733529864667
ENSG00000117616.16	-0.149896711824	0.00495624441583	-0.213651104264	-0.0735841164442	-0.0708015589142	0.117473933626	0.212524695486	0.237738033186	0.0449234274258	0.133015662996	-0.179201828944	-0.0634966767442
ENSG00000127423.9	-0.147731595737	0.0932144752333	0.307513810343	0.0600443539233	0.0615001850733	-0.0168565553367	-0.191622366037	-0.153841444617	-0.130731178347	-0.103534333257	-0.00172226811667	0.223766916873
ENSG00000182749.5	0.30789816813	-0.34447324959	-0.07669342761	-0.31952944123	-0.12318200039	0.04021498945	0.04826842644	0.46253810081	-0.1244128203	0.08339013144	-0.00270648547	0.04868760832
ENSG00000158006.12	0.0462066732392	-0.00690825380083	-0.0157580499508	0.0916959268192	0.0277473551592	-0.0137788639908	-0.156986008781	-0.00986390214083	0.145656047009	-0.0339226994308	-0.0205569192808	-0.0535313048508
ENSG00000142684.7	-0.07095432878	-0.01298604336	0.04772715916	0.07997312336	0.03978037142	0.0087380254	-0.05711302114	-0.00725100494	0.01586041912	-0.08602099819	0.00319583842	0.03905045953
