Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G21-G98	G21	G98	enet	2	-0.4477417114124762	0.4477417114124762	1.0	0.17582788653704498	0.17582788653704498	2.0	-0.4477417114124762	0.4477417114124762	1.0
G37-G29	G37	G29	enet	2	-0.3590467801266117	0.3590467801266117	1.0	-0.14510151643808752	0.14510151643808752	2.0	-0.3590467801266117	0.3590467801266117	1.0
G21-G62	G21	G62	enet	2	-0.35855779004579713	0.35855779004579713	1.0	0.03629638157686064	0.03629638157686064	2.0	-0.35855779004579713	0.35855779004579713	1.0
G21-G99	G21	G99	enet	2	-0.33688227631385204	0.33688227631385204	1.0	-0.03061823331235243	0.03061823331235243	2.0	-0.33688227631385204	0.33688227631385204	1.0
G37-G72	G37	G72	enet	2	-0.31984376246334645	0.31984376246334645	1.0	-0.0021112513118298655	0.0021112513118298655	2.0	-0.31984376246334645	0.31984376246334645	1.0
G21-G26	G21	G26	enet	2	-0.31329588572686357	0.31329588572686357	1.0				-0.31329588572686357	0.31329588572686357	1.0
G43-G91	G43	G91	enet	2	0.3080551654411635	0.3080551654411635	1.0				0.3080551654411635	0.3080551654411635	1.0
G41-G51	G41	G51	enet	2	-0.2936507765836781	0.2936507765836781	1.0	-0.04732127814524843	0.04732127814524843	2.0	-0.2936507765836781	0.2936507765836781	1.0
G2-G36	G2	G36	enet	2	0.27804367711658023	0.27804367711658023	1.0				0.27804367711658023	0.27804367711658023	1.0
G94-G36	G94	G36	enet	2	0.27573658345048585	0.27573658345048585	1.0	-0.05369983738016798	0.05369983738016798	2.0	0.27573658345048585	0.27573658345048585	1.0
G26-G36	G26	G36	enet	2	0.2694731027699835	0.2694731027699835	1.0	0.059077288382663976	0.059077288382663976	2.0	0.2694731027699835	0.2694731027699835	1.0
G90-G100	G90	G100	enet	2	0.26908404848667566	0.26908404848667566	1.0	0.027686861580775733	0.027686861580775733	2.0	0.26908404848667566	0.26908404848667566	1.0
G23-G24	G23	G24	enet	2	0.26705685140385055	0.26705685140385055	1.0	0.035347713226723	0.035347713226723	2.0	0.26705685140385055	0.26705685140385055	1.0
G81-G98	G81	G98	enet	2	0.26455747360510906	0.26455747360510906	1.0				0.26455747360510906	0.26455747360510906	1.0
G46-G57	G46	G57	enet	2	-0.2634758578987901	0.2634758578987901	1.0	-0.16135595440918984	0.16135595440918984	2.0	-0.2634758578987901	0.2634758578987901	1.0
G19-G80	G19	G80	enet	2	0.2579488010686161	0.2579488010686161	1.0				0.2579488010686161	0.2579488010686161	1.0
G88-G50	G88	G50	enet	2	0.256980022594654	0.256980022594654	1.0	0.016888110841979883	0.016888110841979883	2.0	0.256980022594654	0.256980022594654	1.0
G46-G47	G46	G47	enet	2	0.25279902489754785	0.25279902489754785	1.0	0.0628138061807602	0.0628138061807602	2.0	0.25279902489754785	0.25279902489754785	1.0
G50-G83	G50	G83	enet	2	-0.25227481895996834	0.25227481895996834	1.0				-0.25227481895996834	0.25227481895996834	1.0
G9-G93	G9	G93	enet	2	-0.2508655005714083	0.2508655005714083	1.0				-0.2508655005714083	0.2508655005714083	1.0
G66-G46	G66	G46	enet	2	0.24873024318473103	0.24873024318473103	1.0				0.24873024318473103	0.24873024318473103	1.0
G19-G20	G19	G20	enet	2	0.24548168202774884	0.24548168202774884	1.0				0.24548168202774884	0.24548168202774884	1.0
G51-G43	G51	G43	enet	2	0.24364302407552818	0.24364302407552818	1.0				0.24364302407552818	0.24364302407552818	1.0
G37-G74	G37	G74	enet	2	-0.24063653254692838	0.24063653254692838	1.0	-0.21708328872946983	0.21708328872946983	2.0	-0.24063653254692838	0.24063653254692838	1.0
G43-G10	G43	G10	enet	2	0.23930189459105086	0.23930189459105086	1.0	0.057610987681518726	0.057610987681518726	2.0	0.23930189459105086	0.23930189459105086	1.0
G85-G17	G85	G17	enet	2	0.23861448626011686	0.23861448626011686	1.0				0.23861448626011686	0.23861448626011686	1.0
G62-G36	G62	G36	enet	2	-0.23398793599690043	0.23398793599690043	1.0				-0.23398793599690043	0.23398793599690043	1.0
G55-G46	G55	G46	enet	2	-0.23154820688043784	0.23154820688043784	1.0				-0.23154820688043784	0.23154820688043784	1.0
G49-G98	G49	G98	enet	2	0.22503713639340284	0.22503713639340284	1.0				0.22503713639340284	0.22503713639340284	1.0
G31-G93	G31	G93	enet	2	-0.22475591228688058	0.22475591228688058	1.0	-0.02795969252023766	0.02795969252023766	2.0	-0.22475591228688058	0.22475591228688058	1.0
G86-G26	G86	G26	enet	2	-0.223722974315576	0.223722974315576	1.0				-0.223722974315576	0.223722974315576	1.0
G95-G94	G95	G94	enet	2	0.2199108531949155	0.2199108531949155	1.0				0.2199108531949155	0.2199108531949155	1.0
G9-G43	G9	G43	enet	2	-0.2189912965665553	0.2189912965665553	1.0				-0.2189912965665553	0.2189912965665553	1.0
G56-G36	G56	G36	enet	2	0.2181569399936305	0.2181569399936305	1.0				0.2181569399936305	0.2181569399936305	1.0
G36-G37	G36	G37	enet	2	0.2167648457250675	0.2167648457250675	1.0	0.022362928911261924	0.022362928911261924	2.0	0.2167648457250675	0.2167648457250675	1.0
G72-G76	G72	G76	enet	2	-0.21363864801166169	0.21363864801166169	1.0	-0.05026076980601237	0.05026076980601237	2.0	-0.21363864801166169	0.21363864801166169	1.0
G83-G93	G83	G93	enet	2	0.2136032521585477	0.2136032521585477	1.0	0.07842344586521983	0.07842344586521983	2.0	0.2136032521585477	0.2136032521585477	1.0
G77-G64	G77	G64	enet	2	0.21177865371759572	0.21177865371759572	1.0				0.21177865371759572	0.21177865371759572	1.0
G48-G68	G48	G68	enet	2	-0.20948007137848057	0.20948007137848057	1.0				-0.20948007137848057	0.20948007137848057	1.0
G31-G83	G31	G83	enet	2	-0.2087851120214791	0.2087851120214791	1.0				-0.2087851120214791	0.2087851120214791	1.0
G98-G99	G98	G99	enet	2	0.20454846198251453	0.20454846198251453	1.0	0.043214154681778166	0.043214154681778166	2.0	0.20454846198251453	0.20454846198251453	1.0
G37-G71	G37	G71	enet	2	-0.20310177517920971	0.20310177517920971	1.0	-0.13247538024907463	0.13247538024907463	2.0	-0.20310177517920971	0.20310177517920971	1.0
G9-G31	G9	G31	enet	2	0.2022263405188254	0.2022263405188254	1.0				0.2022263405188254	0.2022263405188254	1.0
G79-G46	G79	G46	enet	2	0.20173875379798026	0.20173875379798026	1.0				0.20173875379798026	0.20173875379798026	1.0
G79-G80	G79	G80	enet	2	0.2014968997155286	0.2014968997155286	1.0	0.0020345732303571422	0.0020345732303571422	2.0	0.2014968997155286	0.2014968997155286	1.0
G10-G37	G10	G37	enet	2	0.20022058896485637	0.20022058896485637	1.0	0.027498640046510894	0.027498640046510894	2.0	0.20022058896485637	0.20022058896485637	1.0
G37-G62	G37	G62	enet	2	-0.19868721192512231	0.19868721192512231	1.0	-0.09156884682179975	0.09156884682179975	2.0	-0.19868721192512231	0.19868721192512231	1.0
G41-G90	G41	G90	enet	2	-0.19731962060590716	0.19731962060590716	1.0				-0.19731962060590716	0.19731962060590716	1.0
G48-G36	G48	G36	enet	2	-0.1967131782195453	0.1967131782195453	1.0				-0.1967131782195453	0.1967131782195453	1.0
G43-G44	G43	G44	enet	2	0.1924995816789828	0.1924995816789828	1.0	0.057543451002130624	0.057543451002130624	2.0	0.1924995816789828	0.1924995816789828	1.0
G26-G42	G26	G42	enet	2	0.19058422504091024	0.19058422504091024	1.0	0.08960373594984687	0.08960373594984687	2.0	0.19058422504091024	0.19058422504091024	1.0
G8-G3	G8	G3	enet	2	0.19049180668389867	0.19049180668389867	1.0				0.19049180668389867	0.19049180668389867	1.0
G57-G49	G57	G49	enet	2	-0.18940036552545725	0.18940036552545725	1.0				-0.18940036552545725	0.18940036552545725	1.0
G17-G72	G17	G72	enet	2	-0.18863299312694887	0.18863299312694887	1.0	0.014797435668495458	0.014797435668495458	2.0	-0.18863299312694887	0.18863299312694887	1.0
G68-G49	G68	G49	enet	2	0.18848698994670732	0.18848698994670732	1.0	0.044917147848737286	0.044917147848737286	2.0	0.18848698994670732	0.18848698994670732	1.0
G73-G89	G73	G89	enet	2	0.1865996144736035	0.1865996144736035	1.0	0.00791855347520389	0.00791855347520389	2.0	0.1865996144736035	0.1865996144736035	1.0
G26-G27	G26	G27	enet	2	0.18544559269674032	0.18544559269674032	1.0	0.1002741595462974	0.1002741595462974	2.0	0.18544559269674032	0.18544559269674032	1.0
G100-G10	G100	G10	enet	2	0.18403706006303577	0.18403706006303577	1.0	0.03681593027953756	0.03681593027953756	2.0	0.18403706006303577	0.18403706006303577	1.0
G10-G26	G10	G26	enet	2	0.18262274115620056	0.18262274115620056	1.0				0.18262274115620056	0.18262274115620056	1.0
G25-G36	G25	G36	enet	2	0.182112583460294	0.182112583460294	1.0	-0.0004573793257875317	0.0004573793257875317	2.0	0.182112583460294	0.182112583460294	1.0
G88-G71	G88	G71	enet	2	-0.18201321129505432	0.18201321129505432	1.0	-0.16593666307600513	0.16593666307600513	2.0	-0.18201321129505432	0.18201321129505432	1.0
G37-G23	G37	G23	enet	2	-0.1819790327558543	0.1819790327558543	1.0	-0.11269566164034427	0.11269566164034427	2.0	-0.1819790327558543	0.1819790327558543	1.0
G46-G22	G46	G22	enet	2	-0.18066379089923743	0.18066379089923743	1.0	-0.1377277599177338	0.1377277599177338	2.0	-0.18066379089923743	0.18066379089923743	1.0
G26-G90	G26	G90	enet	2	0.1806422381017013	0.1806422381017013	1.0	-0.012051544400998699	0.012051544400998699	2.0	0.1806422381017013	0.1806422381017013	1.0
G57-G36	G57	G36	enet	2	-0.17967490830957303	0.17967490830957303	1.0	-0.13216419467572585	0.13216419467572585	2.0	-0.17967490830957303	0.17967490830957303	1.0
G36-G5	G36	G5	enet	2	0.1784579052012179	0.1784579052012179	1.0	7.464595642724274e-05	7.464595642724274e-05	2.0	0.1784579052012179	0.1784579052012179	1.0
G37-G73	G37	G73	enet	2	-0.1771092844144249	0.1771092844144249	1.0				-0.1771092844144249	0.1771092844144249	1.0
G84-G30	G84	G30	enet	2	0.17701879977046756	0.17701879977046756	1.0				0.17701879977046756	0.17701879977046756	1.0
G26-G83	G26	G83	enet	2	0.17690033876088063	0.17690033876088063	1.0				0.17690033876088063	0.17690033876088063	1.0
G46-G56	G46	G56	enet	2	-0.1766807788129135	0.1766807788129135	1.0	-0.024119595315562542	0.024119595315562542	2.0	-0.1766807788129135	0.1766807788129135	1.0
G18-G60	G18	G60	enet	2	0.17514288987324572	0.17514288987324572	1.0	0.07136858319368139	0.07136858319368139	2.0	0.17514288987324572	0.17514288987324572	1.0
G8-G46	G8	G46	enet	2	-0.17378876524874778	0.17378876524874778	1.0				-0.17378876524874778	0.17378876524874778	1.0
G39-G16	G39	G16	enet	2	0.1725223199393763	0.1725223199393763	1.0				0.1725223199393763	0.1725223199393763	1.0
G44-G62	G44	G62	enet	2	0.1716372929872376	0.1716372929872376	1.0				0.1716372929872376	0.1716372929872376	1.0
G94-G71	G94	G71	enet	2	0.1712225498588786	0.1712225498588786	1.0				0.1712225498588786	0.1712225498588786	1.0
G57-G51	G57	G51	enet	2	0.17103860340405427	0.17103860340405427	1.0				0.17103860340405427	0.17103860340405427	1.0
