Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G21-G98	G21	G98	-0.5161654515376844	0.5161654515376844	enet	2	1
G46-G47	G46	G47	0.3899159927463765	0.3899159927463765	enet	2	1
G41-G51	G41	G51	-0.33815934839181794	0.33815934839181794	enet	2	1
G21-G26	G21	G26	-0.3373022856744826	0.3373022856744826	enet	2	1
G46-G57	G46	G57	-0.332614916309191	0.332614916309191	enet	2	1
G21-G62	G21	G62	-0.32653767306396336	0.32653767306396336	enet	2	1
G21-G99	G21	G99	-0.3161116326048468	0.3161116326048468	enet	2	1
G37-G29	G37	G29	-0.3060867370656699	0.3060867370656699	enet	2	1
G41-G76	G41	G76	-0.2797598714322003	0.2797598714322003	enet	2	1
G90-G83	G90	G83	0.26075269668544726	0.26075269668544726	enet	2	1
G98-G99	G98	G99	0.2606378904254978	0.2606378904254978	enet	2	1
G83-G90	G83	G90	0.25835271441882485	0.25835271441882485	enet	2	1
G68-G36	G68	G36	-0.25699730799962445	0.25699730799962445	enet	2	1
G73-G89	G73	G89	0.2510140815244363	0.2510140815244363	enet	2	1
G37-G72	G37	G72	-0.25039049236020694	0.25039049236020694	enet	2	1
G91-G43	G91	G43	0.24616204091366506	0.24616204091366506	enet	2	1
G46-G37	G46	G37	0.24393877235109976	0.24393877235109976	enet	2	1
G10-G43	G10	G43	0.24046377659588083	0.24046377659588083	enet	2	1
G37-G74	G37	G74	-0.22631515098933003	0.22631515098933003	enet	2	1
G21-G5	G21	G5	-0.22628214814104017	0.22628214814104017	enet	2	1
G88-G50	G88	G50	0.22441936242123509	0.22441936242123509	enet	2	1
G66-G46	G66	G46	0.2225039255592515	0.2225039255592515	enet	2	1
G49-G98	G49	G98	0.22107382610019963	0.22107382610019963	enet	2	1
G9-G93	G9	G93	-0.22052874675085737	0.22052874675085737	enet	2	1
G46-G53	G46	G53	0.21778420403766707	0.21778420403766707	enet	2	1
G43-G44	G43	G44	0.2155606695691132	0.2155606695691132	enet	2	1
G90-G100	G90	G100	0.21409007764369664	0.21409007764369664	enet	2	1
G39-G90	G39	G90	-0.21368114668751623	0.21368114668751623	enet	2	1
G36-G37	G36	G37	0.21320063673305506	0.21320063673305506	enet	2	1
G52-G37	G52	G37	0.21004468451508018	0.21004468451508018	enet	2	1
G41-G90	G41	G90	-0.2090885823671843	0.2090885823671843	enet	2	1
G41-G46	G41	G46	-0.2088973975801683	0.2088973975801683	enet	2	1
G46-G56	G46	G56	-0.20422932717250142	0.20422932717250142	enet	2	1
G93-G46	G93	G46	-0.20336600376857117	0.20336600376857117	enet	2	1
G55-G46	G55	G46	-0.20267975815456016	0.20267975815456016	enet	2	1
G37-G71	G37	G71	-0.20218638186425486	0.20218638186425486	enet	2	1
G43-G10	G43	G10	0.20177570552361188	0.20177570552361188	enet	2	1
G29-G72	G29	G72	0.19609080267719645	0.19609080267719645	enet	2	1
G39-G16	G39	G16	0.19550555274527295	0.19550555274527295	enet	2	1
G72-G76	G72	G76	-0.19517771938328626	0.19517771938328626	enet	2	1
G36-G16	G36	G16	-0.18951070289914237	0.18951070289914237	enet	2	1
G65-G16	G65	G16	0.18625510211796986	0.18625510211796986	enet	2	1
G79-G80	G79	G80	0.18468413144506132	0.18468413144506132	enet	2	1
G21-G8	G21	G8	-0.18419448988784815	0.18419448988784815	enet	2	1
G70-G67	G70	G67	-0.18392026241707674	0.18392026241707674	enet	2	1
G37-G47	G37	G47	0.18366258970488142	0.18366258970488142	enet	2	1
G95-G94	G95	G94	0.18316636389641341	0.18316636389641341	enet	2	1
G8-G47	G8	G47	-0.18311869069561737	0.18311869069561737	enet	2	1
G100-G62	G100	G62	0.1822763569088074	0.1822763569088074	enet	2	1
G100-G5	G100	G5	0.18217966841589975	0.18217966841589975	enet	2	1
G46-G49	G46	G49	0.1809550513692385	0.1809550513692385	enet	2	1
G68-G96	G68	G96	-0.17841417332010023	0.17841417332010023	enet	2	1
G8-G26	G8	G26	-0.17834717602719	0.17834717602719	enet	2	1
G46-G18	G46	G18	0.17818711166972465	0.17818711166972465	enet	2	1
G99-G96	G99	G96	-0.17674590687557573	0.17674590687557573	enet	2	1
G63-G79	G63	G79	-0.1757538433826573	0.1757538433826573	enet	2	1
G46-G22	G46	G22	-0.17325452604897598	0.17325452604897598	enet	2	1
G34-G27	G34	G27	-0.17113386750730364	0.17113386750730364	enet	2	1
G28-G95	G28	G95	-0.16942570562918405	0.16942570562918405	enet	2	1
G34-G30	G34	G30	-0.16730662182669398	0.16730662182669398	enet	2	1
G37-G62	G37	G62	-0.16712817282507414	0.16712817282507414	enet	2	1
G84-G8	G84	G8	-0.16687551542859555	0.16687551542859555	enet	2	1
G87-G95	G87	G95	-0.1639653422746376	0.1639653422746376	enet	2	1
G26-G34	G26	G34	-0.16394711655630556	0.16394711655630556	enet	2	1
G93-G56	G93	G56	0.1603152646809456	0.1603152646809456	enet	2	1
G30-G39	G30	G39	-0.158895362451847	0.158895362451847	enet	2	1
G83-G26	G83	G26	0.1562071757829049	0.1562071757829049	enet	2	1
G90-G98	G90	G98	0.15549001826823242	0.15549001826823242	enet	2	1
G46-G58	G46	G58	-0.15547348418988655	0.15547348418988655	enet	2	1
G76-G42	G76	G42	0.15341254954228167	0.15341254954228167	enet	2	1
G81-G98	G81	G98	0.15311294535069647	0.15311294535069647	enet	2	1
