Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G61-G37	G61	G37	-0.2494259250241135	0.2494259250241135	enet	2	1
G31-G93	G31	G93	-0.22131599758675366	0.22131599758675366	enet	2	1
G70-G37	G70	G37	0.2210137031255836	0.2210137031255836	enet	2	1
G81-G93	G81	G93	0.20660290690855446	0.20660290690855446	enet	2	1
G4-G37	G4	G37	0.19718577567313889	0.19718577567313889	enet	2	1
G49-G76	G49	G76	-0.19240122951102565	0.19240122951102565	enet	2	1
G66-G7	G66	G7	-0.19225775693805755	0.19225775693805755	enet	2	1
G50-G42	G50	G42	-0.19027147022705168	0.19027147022705168	enet	2	1
G28-G67	G28	G67	-0.18877254307842098	0.18877254307842098	enet	2	1
G31-G49	G31	G49	0.1871927525535933	0.1871927525535933	enet	2	1
G62-G4	G62	G4	0.18625841432079598	0.18625841432079598	enet	2	1
G27-G71	G27	G71	-0.18372663287565782	0.18372663287565782	enet	2	1
G74-G37	G74	G37	-0.17825250507703175	0.17825250507703175	enet	2	1
G92-G16	G92	G16	-0.17757924781133158	0.17757924781133158	enet	2	1
G88-G29	G88	G29	-0.17186387673433898	0.17186387673433898	enet	2	1
G31-G83	G31	G83	-0.16884627591495682	0.16884627591495682	enet	2	1
G54-G36	G54	G36	0.16731041671451766	0.16731041671451766	enet	2	1
G82-G42	G82	G42	-0.16543956795112616	0.16543956795112616	enet	2	1
G62-G24	G62	G24	0.1647875349412562	0.1647875349412562	enet	2	1
G61-G51	G61	G51	-0.16401726966589486	0.16401726966589486	enet	2	1
G27-G83	G27	G83	-0.160462969394055	0.160462969394055	enet	2	1
G100-G43	G100	G43	-0.16022090676213704	0.16022090676213704	enet	2	1
G50-G36	G50	G36	-0.1601785976050757	0.1601785976050757	enet	2	1
G40-G95	G40	G95	0.1598140331574258	0.1598140331574258	enet	2	1
G8-G36	G8	G36	0.15910910073482262	0.15910910073482262	enet	2	1
G49-G46	G49	G46	0.15687461410329487	0.15687461410329487	enet	2	1
G21-G36	G21	G36	0.1553644631899758	0.1553644631899758	enet	2	1
G18-G76	G18	G76	-0.15494562415124447	0.15494562415124447	enet	2	1
G88-G74	G88	G74	-0.1531239236791098	0.1531239236791098	enet	2	1
G49-G68	G49	G68	0.1526449616408473	0.1526449616408473	enet	2	1
G68-G73	G68	G73	0.152486082048046	0.152486082048046	enet	2	1
G75-G51	G75	G51	-0.15210085966885656	0.15210085966885656	enet	2	1
G86-G58	G86	G58	0.15172133416560055	0.15172133416560055	enet	2	1
G61-G67	G61	G67	-0.15044101431074464	0.15044101431074464	enet	2	1
G70-G99	G70	G99	0.1487634577825575	0.1487634577825575	enet	2	1
G79-G45	G79	G45	-0.14841860710370613	0.14841860710370613	enet	2	1
G27-G4	G27	G4	-0.14796781353870772	0.14796781353870772	enet	2	1
G50-G16	G50	G16	0.1471295343745826	0.1471295343745826	enet	2	1
G100-G65	G100	G65	0.14676147140433318	0.14676147140433318	enet	2	1
G60-G24	G60	G24	-0.1462448007085522	0.1462448007085522	enet	2	1
G48-G37	G48	G37	-0.14592958583865906	0.14592958583865906	enet	2	1
G61-G46	G61	G46	-0.14579029691014167	0.14579029691014167	enet	2	1
G92-G37	G92	G37	0.14565101191725544	0.14565101191725544	enet	2	1
G21-G30	G21	G30	-0.14526836925855088	0.14526836925855088	enet	2	1
G7-G100	G7	G100	-0.14376296583846362	0.14376296583846362	enet	2	1
G42-G65	G42	G65	0.14309694179379137	0.14309694179379137	enet	2	1
G85-G76	G85	G76	-0.1410520026119644	0.1410520026119644	enet	2	1
G49-G85	G49	G85	-0.13915238240897304	0.13915238240897304	enet	2	1
G90-G7	G90	G7	0.13903886781445143	0.13903886781445143	enet	2	1
G44-G79	G44	G79	0.13810272715534216	0.13810272715534216	enet	2	1
G4-G46	G4	G46	0.1378239884387613	0.1378239884387613	enet	2	1
G23-G72	G23	G72	-0.1374405064543571	0.1374405064543571	enet	2	1
