Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G73-G36	G73	G36	0.26606919987370986	0.26606919987370986	enet	2	2
G55-G37	G55	G37	-0.23394024817533074	0.23394024817533074	enet	2	2
G66-G46	G66	G46	-0.19118061399992575	0.19118061399992575	enet	2	2
G45-G7	G45	G7	-0.1910937569639614	0.1910937569639614	enet	2	2
G37-G74	G37	G74	-0.18583721621125468	0.18583721621125468	enet	2	2
G31-G95	G31	G95	-0.18269947685214996	0.18269947685214996	enet	2	2
G77-G46	G77	G46	0.1758870186989891	0.1758870186989891	enet	2	2
G65-G99	G65	G99	-0.17266098328911264	0.17266098328911264	enet	2	2
G22-G65	G22	G65	0.17122019956408918	0.17122019956408918	enet	2	2
G95-G28	G95	G28	-0.1704840976032693	0.1704840976032693	enet	2	2
G46-G18	G46	G18	0.17033685758878536	0.17033685758878536	enet	2	2
G94-G27	G94	G27	-0.17014635098888864	0.17014635098888864	enet	2	2
G93-G56	G93	G56	0.16811517217725608	0.16811517217725608	enet	2	2
G39-G30	G39	G30	-0.16770070290206307	0.16770070290206307	enet	2	2
G85-G98	G85	G98	0.166120716816635	0.166120716816635	enet	2	2
G22-G46	G22	G46	0.16316283816279592	0.16316283816279592	enet	2	2
G96-G7	G96	G7	-0.15623646484870518	0.15623646484870518	enet	2	2
G37-G69	G37	G69	0.15319691879910732	0.15319691879910732	enet	2	2
G43-G63	G43	G63	0.15136685218483772	0.15136685218483772	enet	2	2
G93-G94	G93	G94	0.14755739502724788	0.14755739502724788	enet	2	2
G37-G7	G37	G7	0.14609575817611553	0.14609575817611553	enet	2	2
G88-G64	G88	G64	0.14499609129881927	0.14499609129881927	enet	2	2
G43-G64	G43	G64	0.14441754202184698	0.14441754202184698	enet	2	2
G71-G7	G71	G7	0.14057997828448768	0.14057997828448768	enet	2	2
G83-G85	G83	G85	0.14022664997568146	0.14022664997568146	enet	2	2
G57-G75	G57	G75	0.139482578162968	0.139482578162968	enet	2	2
G71-G77	G71	G77	0.13842678488665933	0.13842678488665933	enet	2	2
G17-G100	G17	G100	-0.13842642387144827	0.13842642387144827	enet	2	2
G10-G7	G10	G7	-0.13792019194596827	0.13792019194596827	enet	2	2
G7-G64	G7	G64	-0.13747240675433814	0.13747240675433814	enet	2	2
G90-G7	G90	G7	0.13442734326088118	0.13442734326088118	enet	2	2
G96-G65	G96	G65	-0.1339631903385499	0.1339631903385499	enet	2	2
G89-G75	G89	G75	0.1335074971462423	0.1335074971462423	enet	2	2
G37-G62	G37	G62	-0.1332980398856226	0.1332980398856226	enet	2	2
G77-G47	G77	G47	0.13219845760042595	0.13219845760042595	enet	2	2
G48-G69	G48	G69	0.13215291381634528	0.13215291381634528	enet	2	2
G25-G42	G25	G42	0.13123081945238058	0.13123081945238058	enet	2	2
G76-G49	G76	G49	-0.13023559300625595	0.13023559300625595	enet	2	2
G66-G63	G66	G63	0.12683902003652953	0.12683902003652953	enet	2	2
G98-G49	G98	G49	0.12537307078133117	0.12537307078133117	enet	2	2
G54-G7	G54	G7	-0.12499093309486382	0.12499093309486382	enet	2	2
G92-G57	G92	G57	0.12334871027635678	0.12334871027635678	enet	2	2
G92-G83	G92	G83	-0.12313266477482027	0.12313266477482027	enet	2	2
G89-G18	G89	G18	0.12282736914334455	0.12282736914334455	enet	2	2
G49-G17	G49	G17	-0.12180812347563262	0.12180812347563262	enet	2	2
G37-G29	G37	G29	-0.12091678248797925	0.12091678248797925	enet	2	2
G51-G66	G51	G66	0.11816530921176126	0.11816530921176126	enet	2	2
G91-G63	G91	G63	0.11809619677075531	0.11809619677075531	enet	2	2
G37-G23	G37	G23	-0.11743858766192282	0.11743858766192282	enet	2	2
G94-G83	G94	G83	0.11648955873111182	0.11648955873111182	enet	2	2
G67-G83	G67	G83	0.11639534275914179	0.11639534275914179	enet	2	2
G26-G34	G26	G34	-0.11559212703527248	0.11559212703527248	enet	2	2
G27-G29	G27	G29	0.11519126413492206	0.11519126413492206	enet	2	2
G1-G2	G1	G2	0.11468618720516607	0.11468618720516607	enet	2	2
G42-G1	G42	G1	-0.11166472364152383	0.11166472364152383	enet	2	2
G24-G55	G24	G55	-0.1091835104327089	0.1091835104327089	enet	2	2
G34-G73	G34	G73	-0.10673990484526928	0.10673990484526928	enet	2	2
G94-G53	G94	G53	0.10626918935459008	0.10626918935459008	enet	2	2
G4-G67	G4	G67	0.10501455875072073	0.10501455875072073	enet	2	2
G93-G29	G93	G29	0.1038775847199838	0.1038775847199838	enet	2	2
G21-G33	G21	G33	0.10354727320584338	0.10354727320584338	enet	2	2
G89-G88	G89	G88	-0.09932527075043916	0.09932527075043916	enet	2	2
G89-G81	G89	G81	-0.0976137322103864	0.0976137322103864	enet	2	2
G93-G9	G93	G9	-0.09701025800093666	0.09701025800093666	enet	2	2
G55-G12	G55	G12	-0.09692859154648119	0.09692859154648119	enet	2	2
G74-G12	G74	G12	0.09631191557098515	0.09631191557098515	enet	2	2
G7-G24	G7	G24	0.09471333106968242	0.09471333106968242	enet	2	2
G62-G25	G62	G25	0.09317053934192482	0.09317053934192482	enet	2	2
G30-G66	G30	G66	-0.08881069244674208	0.08881069244674208	enet	2	2
G37-G24	G37	G24	-0.08814875471324947	0.08814875471324947	enet	2	2
G45-G81	G45	G81	-0.0877263631383031	0.0877263631383031	enet	2	2
G76-G12	G76	G12	-0.08689523487433895	0.08689523487433895	enet	2	2
G46-G22	G46	G22	-0.085460486533102	0.085460486533102	enet	2	2
G100-G81	G100	G81	-0.08527444232972488	0.08527444232972488	enet	2	2
G85-G86	G85	G86	0.08506271798320618	0.08506271798320618	enet	2	2
G43-G81	G43	G81	-0.08393100296951014	0.08393100296951014	enet	2	2
G5-G12	G5	G12	-0.0831795141307172	0.0831795141307172	enet	2	2
G63-G12	G63	G12	-0.0819947238150495	0.0819947238150495	enet	2	2
G71-G12	G71	G12	-0.07984372337116734	0.07984372337116734	enet	2	2
G1-G60	G1	G60	0.0781285950379391	0.0781285950379391	enet	2	2
