gene	t0_rep8	t1_rep8	t2_rep8	t3_rep8	t4_rep8	t5_rep8	t6_rep8	t7_rep8	t8_rep8	t9_rep8	t10_rep8	t11_rep8	t12_rep8	t13_rep8	t14_rep8	t15_rep8	t16_rep8	t17_rep8	t18_rep8	t19_rep8	t20_rep8
G1	-0.189896890476	-0.192433490476	-0.103202690476	-0.0812847904762	0.0926309095238	0.0768276095238	0.268362409524	0.312702109524	0.227880709524	0.223609409524	0.325404209524	0.165621309524	0.107598109524	-0.0435905904762	-0.0522240904762	-0.158707090476	-0.215331390476	-0.158615990476	-0.172024090476	-0.227958990476	-0.205366690476
G2	-0.0542335952381	-0.0015551952381	-0.0772160952381	-0.0785867952381	-0.0588087952381	-0.0347541952381	-0.0514881952381	-0.0083577952381	0.0885044047619	0.0658142047619	0.140910304762	0.0918211047619	0.134996404762	0.106557504762	0.0599073047619	0.0669869047619	-0.0521011952381	-0.0350975952381	-0.0975943952381	-0.0989349952381	-0.106769295238
G3	-0.0792034285714	-0.0723078285714	-0.000987228571429	0.0219491714286	0.0685934714286	0.0570885714286	0.0436229714286	-0.0233124285714	0.0125654714286	0.0337837714286	-0.0428529285714	0.0305737714286	-0.0229072285714	0.0678807714286	0.0356270714286	-0.0582561285714	0.0636060714286	0.0376945714286	-0.0439565285714	-0.146821628571	0.0176196714286
G4	-0.142439233333	-0.0932509333333	-0.0328438333333	-0.0400093333333	-0.0912582333333	0.0222093666667	0.0751021666667	0.0158322666667	0.121549666667	0.129340666667	0.0229693666667	0.161595666667	0.0736734666667	0.0133107666667	0.130644566667	0.0375821666667	-0.0622277333333	-0.0488243333333	-0.120682833333	-0.161976133333	-0.0102975333333
G5	-0.000548738095238	-0.0342503380952	-0.0894043380952	0.0569037619048	0.0662680619048	0.0767980619048	-0.0571976380952	-0.0743019380952	-0.0561899380952	-0.0306201380952	0.0359741619048	0.117959161905	0.00249156190476	-0.0542400380952	-0.0226034380952	-0.0376688380952	0.108559561905	-0.0546690380952	0.00410786190476	0.0109568619048	0.0316753619048
G6	0.0268491761905	-0.00963582380952	0.00834957619048	-0.0175849238095	0.00509467619048	0.00978167619048	-0.0103344238095	0.0337120761905	-0.0129164238095	0.0142626761905	0.0261101761905	0.00383287619048	-0.0211155238095	-0.0134535238095	-0.0116929238095	-0.000410123809524	0.00999777619048	-0.0167470238095	0.00154477619048	-0.0171695238095	-0.00847522380952
G7	0.044446252381	-0.039621747619	0.014172852381	0.089142952381	-0.029448247619	-0.065598647619	0.080197152381	-0.073916447619	0.00979095238095	0.012882952381	0.029962752381	0.049241652381	-0.015943547619	0.040436552381	0.067420852381	-0.114292747619	-0.039256747619	0.041179452381	-0.000853047619048	-0.025476847619	-0.074466347619
G8	0.0396201952381	0.0393203952381	-0.0913751047619	-0.0464830047619	-0.0140660047619	0.0215456952381	0.0246440952381	0.122325195238	0.0561837952381	0.170701595238	0.143485395238	0.0363753952381	0.0019244952381	-0.0875876047619	0.0028956952381	-0.0348177047619	-0.184005904762	0.0284665952381	-0.128934204762	-0.0593243047619	-0.0408947047619
G9	-0.016472952381	-0.00665155238095	-0.020565252381	-0.00438295238095	-0.00654495238095	0.00678594761905	0.00783094761905	0.027174647619	0.026113347619	0.011123247619	0.00951514761905	-0.000645052380952	0.020317047619	-0.00353755238095	0.00119674761905	-0.019373052381	-0.00686985238095	-0.012041352381	-0.012376052381	0.00719684761905	-0.00779335238095
G10	-0.00367567142857	-0.0133595714286	-0.0161724714286	-0.0186411714286	0.0540598285714	-0.00776487142857	-0.0690278714286	-0.0322486714286	-0.0730118714286	-0.0883711714286	0.0361324285714	0.0159145285714	0.00274852857143	0.0130007285714	0.0215154285714	-0.00150337142857	-0.0146428714286	0.0146433285714	0.0589575285714	0.000493428571429	0.120953828571
