Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G86-G12	G86	G12	-0.22315785109585692	0.22315785109585692	enet	2	2
G40-G46	G40	G46	0.22127171256720438	0.22127171256720438	enet	2	2
G55-G47	G55	G47	0.20903196921297512	0.20903196921297512	enet	2	2
G34-G26	G34	G26	-0.2060842118055938	0.2060842118055938	enet	2	2
G41-G47	G41	G47	0.19989784808736755	0.19989784808736755	enet	2	2
G31-G93	G31	G93	-0.19925856959675958	0.19925856959675958	enet	2	2
G19-G31	G19	G31	-0.19571710572914813	0.19571710572914813	enet	2	2
G4-G52	G4	G52	-0.19505683133753032	0.19505683133753032	enet	2	2
G94-G95	G94	G95	0.18974534994779674	0.18974534994779674	enet	2	2
G96-G46	G96	G46	0.18530413505171933	0.18530413505171933	enet	2	2
G7-G36	G7	G36	0.18466390775461727	0.18466390775461727	enet	2	2
G68-G72	G68	G72	0.18409764338835427	0.18409764338835427	enet	2	2
G55-G49	G55	G49	0.17805259908160595	0.17805259908160595	enet	2	2
G55-G75	G55	G75	-0.172372566670112	0.172372566670112	enet	2	2
G98-G5	G98	G5	0.17141244012270962	0.17141244012270962	enet	2	2
G21-G1	G21	G1	0.17033366588033838	0.17033366588033838	enet	2	2
G54-G98	G54	G98	0.16835075173861117	0.16835075173861117	enet	2	2
G34-G27	G34	G27	-0.16643588002556595	0.16643588002556595	enet	2	2
G5-G74	G5	G74	-0.16550108962232038	0.16550108962232038	enet	2	2
G44-G36	G44	G36	-0.16494213507838756	0.16494213507838756	enet	2	2
G1-G46	G1	G46	0.16461399732884627	0.16461399732884627	enet	2	2
G48-G46	G48	G46	-0.16201916929747678	0.16201916929747678	enet	2	2
G64-G74	G64	G74	-0.1596361336943746	0.1596361336943746	enet	2	2
G27-G72	G27	G72	-0.15937098401342065	0.15937098401342065	enet	2	2
G8-G99	G8	G99	0.15844187455866116	0.15844187455866116	enet	2	2
G72-G47	G72	G47	-0.156691678691377	0.156691678691377	enet	2	2
G30-G99	G30	G99	-0.15652945866704518	0.15652945866704518	enet	2	2
G8-G98	G8	G98	0.1549684973570559	0.1549684973570559	enet	2	2
G34-G56	G34	G56	0.15489390585020096	0.15489390585020096	enet	2	2
G1-G76	G1	G76	0.15225088365600925	0.15225088365600925	enet	2	2
G14-G43	G14	G43	-0.1514720121529944	0.1514720121529944	enet	2	2
G45-G71	G45	G71	0.1502240802192001	0.1502240802192001	enet	2	2
G64-G68	G64	G68	-0.14889507750961234	0.14889507750961234	enet	2	2
G65-G99	G65	G99	-0.14848115448299834	0.14848115448299834	enet	2	2
G83-G31	G83	G31	-0.14669245434080108	0.14669245434080108	enet	2	2
G55-G74	G55	G74	-0.14545472885826513	0.14545472885826513	enet	2	2
G84-G51	G84	G51	0.1453743790041348	0.1453743790041348	enet	2	2
G42-G39	G42	G39	-0.14488389727971474	0.14488389727971474	enet	2	2
G100-G76	G100	G76	0.14427888262275784	0.14427888262275784	enet	2	2
G99-G24	G99	G24	0.14345452218942453	0.14345452218942453	enet	2	2
G92-G90	G92	G90	0.1432073994243605	0.1432073994243605	enet	2	2
G8-G90	G8	G90	0.143127826856554	0.143127826856554	enet	2	2
G75-G98	G75	G98	-0.14310350644508982	0.14310350644508982	enet	2	2
G34-G74	G34	G74	0.14287994015886166	0.14287994015886166	enet	2	2
G10-G37	G10	G37	-0.1419188965050725	0.1419188965050725	enet	2	2
G27-G21	G27	G21	0.13894863828487372	0.13894863828487372	enet	2	2
G80-G44	G80	G44	-0.13773784427531455	0.13773784427531455	enet	2	2
G45-G47	G45	G47	-0.13630633603270703	0.13630633603270703	enet	2	2
G92-G37	G92	G37	0.13542699317879625	0.13542699317879625	enet	2	2
G21-G46	G21	G46	0.13373987715681193	0.13373987715681193	enet	2	2
G91-G26	G91	G26	-0.13053089455715639	0.13053089455715639	enet	2	2
G23-G91	G23	G91	-0.13050416128735334	0.13050416128735334	enet	2	2
G48-G4	G48	G4	-0.13034785353892084	0.13034785353892084	enet	2	2
G75-G71	G75	G71	0.12946314573691994	0.12946314573691994	enet	2	2
G8-G52	G8	G52	0.12898773112825743	0.12898773112825743	enet	2	2
G94-G36	G94	G36	0.12865814519052013	0.12865814519052013	enet	2	2
G64-G4	G64	G4	-0.12833497219746437	0.12833497219746437	enet	2	2
G44-G89	G44	G89	-0.12790561558354469	0.12790561558354469	enet	2	2
G84-G98	G84	G98	0.12746083385550655	0.12746083385550655	enet	2	2
G17-G69	G17	G69	0.1273504791618683	0.1273504791618683	enet	2	2
G95-G94	G95	G94	-0.12647184870102365	0.12647184870102365	enet	2	2
G48-G37	G48	G37	-0.12631683217329326	0.12631683217329326	enet	2	2
G95-G76	G95	G76	-0.12325431459413601	0.12325431459413601	enet	2	2
