Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G31-G76	G31	G76	0.2198298908081878	0.2198298908081878	enet	2	2
G91-G43	G91	G43	0.21742982044209974	0.21742982044209974	enet	2	2
G37-G74	G37	G74	-0.20784643320178264	0.20784643320178264	enet	2	2
G45-G63	G45	G63	0.20769420186088866	0.20769420186088866	enet	2	2
G83-G46	G83	G46	-0.20324872753390985	0.20324872753390985	enet	2	2
G45-G47	G45	G47	-0.20148075655782802	0.20148075655782802	enet	2	2
G44-G63	G44	G63	0.19916679963303419	0.19916679963303419	enet	2	2
G45-G46	G45	G46	-0.19413458803075206	0.19413458803075206	enet	2	2
G61-G36	G61	G36	-0.19337371362951108	0.19337371362951108	enet	2	2
G37-G29	G37	G29	-0.19271804369060297	0.19271804369060297	enet	2	2
G79-G43	G79	G43	0.18972727755643135	0.18972727755643135	enet	2	2
G46-G18	G46	G18	0.1812791962314671	0.1812791962314671	enet	2	2
G24-G35	G24	G35	-0.1795809813058925	0.1795809813058925	enet	2	2
G80-G93	G80	G93	0.1718490370565194	0.1718490370565194	enet	2	2
G7-G18	G7	G18	-0.17086674026979018	0.17086674026979018	enet	2	2
G59-G36	G59	G36	0.17016931417418288	0.17016931417418288	enet	2	2
G3-G36	G3	G36	-0.16864344180789645	0.16864344180789645	enet	2	2
G89-G65	G89	G65	0.16810805699335668	0.16810805699335668	enet	2	2
G59-G91	G59	G91	0.16639388017967577	0.16639388017967577	enet	2	2
G2-G35	G2	G35	0.16468539633025647	0.16468539633025647	enet	2	2
G80-G31	G80	G31	-0.16297572323143844	0.16297572323143844	enet	2	2
G81-G36	G81	G36	0.1620735394105394	0.1620735394105394	enet	2	2
G73-G46	G73	G46	0.15957152626205398	0.15957152626205398	enet	2	2
G93-G63	G93	G63	0.15603621770841059	0.15603621770841059	enet	2	2
G26-G46	G26	G46	0.15598347865352594	0.15598347865352594	enet	2	2
G59-G16	G59	G16	-0.15475193049638528	0.15475193049638528	enet	2	2
G2-G37	G2	G37	0.1540177299392883	0.1540177299392883	enet	2	2
G92-G73	G92	G73	0.1531048563003611	0.1531048563003611	enet	2	2
G65-G85	G65	G85	-0.1506332456478428	0.1506332456478428	enet	2	2
G74-G56	G74	G56	-0.14986985868350325	0.14986985868350325	enet	2	2
G71-G77	G71	G77	0.14695822663941632	0.14695822663941632	enet	2	2
G94-G27	G94	G27	-0.14558996594849857	0.14558996594849857	enet	2	2
G37-G69	G37	G69	0.14387828433334598	0.14387828433334598	enet	2	2
G90-G37	G90	G37	0.14360375053963825	0.14360375053963825	enet	2	2
G99-G98	G99	G98	-0.1431917090017419	0.1431917090017419	enet	2	2
G16-G91	G16	G91	-0.1425123470789264	0.1425123470789264	enet	2	2
G24-G1	G24	G1	-0.14008905692817247	0.14008905692817247	enet	2	2
G49-G99	G49	G99	0.13880496450359814	0.13880496450359814	enet	2	2
G10-G18	G10	G18	0.13649206443799966	0.13649206443799966	enet	2	2
G22-G75	G22	G75	0.13498607740180277	0.13498607740180277	enet	2	2
G26-G51	G26	G51	0.1343705373221805	0.1343705373221805	enet	2	2
G40-G91	G40	G91	-0.13288519100137597	0.13288519100137597	enet	2	2
G49-G90	G49	G90	0.13135496890519438	0.13135496890519438	enet	2	2
G76-G71	G76	G71	0.1311321503770109	0.1311321503770109	enet	2	2
G55-G37	G55	G37	-0.1308803257090577	0.1308803257090577	enet	2	2
G93-G56	G93	G56	0.13045989978960118	0.13045989978960118	enet	2	2
G27-G76	G27	G76	-0.1302723558497983	0.1302723558497983	enet	2	2
G52-G24	G52	G24	0.12987788842711212	0.12987788842711212	enet	2	2
G85-G98	G85	G98	0.12905706577340773	0.12905706577340773	enet	2	2
G24-G10	G24	G10	0.1288004743337638	0.1288004743337638	enet	2	2
G73-G89	G73	G89	0.12866930140987237	0.12866930140987237	enet	2	2
G53-G52	G53	G52	0.12855455293181167	0.12855455293181167	enet	2	2
G26-G27	G26	G27	0.12721573783270754	0.12721573783270754	enet	2	2
G80-G51	G80	G51	0.12623666774731043	0.12623666774731043	enet	2	2
G31-G1	G31	G1	-0.12578254451695078	0.12578254451695078	enet	2	2
G73-G67	G73	G67	0.12545576062938527	0.12545576062938527	enet	2	2
G56-G100	G56	G100	-0.12481667618309755	0.12481667618309755	enet	2	2
G49-G45	G49	G45	-0.12454810846212558	0.12454810846212558	enet	2	2
