Cause-Effect	Cause	Effect	Weight	AbsWeight	Test	Lag	Coef
G21-G98	G21	G98	-0.3723996536728312	0.3723996536728312	enet	2	1
G46-G47	G46	G47	0.35584213378847884	0.35584213378847884	enet	2	1
G49-G98	G49	G98	0.33520583509320057	0.33520583509320057	enet	2	1
G41-G51	G41	G51	-0.3215181069415228	0.3215181069415228	enet	2	1
G46-G57	G46	G57	-0.30221466331290286	0.30221466331290286	enet	2	1
G43-G10	G43	G10	0.3020989543446406	0.3020989543446406	enet	2	1
G90-G83	G90	G83	0.3016349250462815	0.3016349250462815	enet	2	1
G21-G62	G21	G62	-0.2912574095731756	0.2912574095731756	enet	2	1
G46-G56	G46	G56	-0.28434700644759286	0.28434700644759286	enet	2	1
G21-G26	G21	G26	-0.26337645790396086	0.26337645790396086	enet	2	1
G49-G83	G49	G83	-0.2632754172588114	0.2632754172588114	enet	2	1
G83-G90	G83	G90	0.2612231872516787	0.2612231872516787	enet	2	1
G73-G89	G73	G89	0.2580600308254318	0.2580600308254318	enet	2	1
G37-G29	G37	G29	-0.25418841356567873	0.25418841356567873	enet	2	1
G37-G74	G37	G74	-0.2519248592780286	0.2519248592780286	enet	2	1
G37-G72	G37	G72	-0.24687293404442318	0.24687293404442318	enet	2	1
G41-G76	G41	G76	-0.23745980977045847	0.23745980977045847	enet	2	1
G46-G53	G46	G53	0.23593679586038807	0.23593679586038807	enet	2	1
G39-G36	G39	G36	-0.225218154785771	0.225218154785771	enet	2	1
G51-G66	G51	G66	0.2231148398801329	0.2231148398801329	enet	2	1
G21-G99	G21	G99	-0.22216496781675474	0.22216496781675474	enet	2	1
G19-G80	G19	G80	0.2138231685586812	0.2138231685586812	enet	2	1
G63-G79	G63	G79	-0.2133535374733529	0.2133535374733529	enet	2	1
G98-G99	G98	G99	0.21203588270065912	0.21203588270065912	enet	2	1
G19-G20	G19	G20	0.2119396811745995	0.2119396811745995	enet	2	1
G90-G100	G90	G100	0.21089575548070483	0.21089575548070483	enet	2	1
G76-G42	G76	G42	0.2100692844876259	0.2100692844876259	enet	2	1
G45-G100	G45	G100	0.20447507879506724	0.20447507879506724	enet	2	1
G46-G22	G46	G22	-0.20412233586001985	0.20412233586001985	enet	2	1
G37-G62	G37	G62	-0.2029988880377928	0.2029988880377928	enet	2	1
G8-G3	G8	G3	0.19878579767005763	0.19878579767005763	enet	2	1
G37-G73	G37	G73	-0.193597162106545	0.193597162106545	enet	2	1
G27-G56	G27	G56	-0.18965614024674052	0.18965614024674052	enet	2	1
G89-G7	G89	G7	-0.18647225400135262	0.18647225400135262	enet	2	1
G35-G52	G35	G52	0.18485238460727865	0.18485238460727865	enet	2	1
G70-G73	G70	G73	0.18370454228403924	0.18370454228403924	enet	2	1
G31-G93	G31	G93	-0.1833096635145989	0.1833096635145989	enet	2	1
G90-G77	G90	G77	-0.18241095649058106	0.18241095649058106	enet	2	1
G46-G48	G46	G48	0.17915609233050495	0.17915609233050495	enet	2	1
G40-G93	G40	G93	0.1783236694947137	0.1783236694947137	enet	2	1
G44-G63	G44	G63	0.17753198149478672	0.17753198149478672	enet	2	1
G83-G76	G83	G76	0.17711526268246955	0.17711526268246955	enet	2	1
G59-G12	G59	G12	0.1763811667367886	0.1763811667367886	enet	2	1
G16-G42	G16	G42	-0.17457446033675736	0.17457446033675736	enet	2	1
G57-G49	G57	G49	-0.17411422420363945	0.17411422420363945	enet	2	1
G41-G46	G41	G46	-0.1729023967802209	0.1729023967802209	enet	2	1
G21-G5	G21	G5	-0.1716691143854909	0.1716691143854909	enet	2	1
G99-G96	G99	G96	-0.17102013498151727	0.17102013498151727	enet	2	1
G99-G75	G99	G75	-0.17073800711826323	0.17073800711826323	enet	2	1
G50-G8	G50	G8	0.16970514936103678	0.16970514936103678	enet	2	1
G58-G46	G58	G46	-0.1696011587618735	0.1696011587618735	enet	2	1
G41-G31	G41	G31	0.1669468578878893	0.1669468578878893	enet	2	1
G37-G1	G37	G1	-0.16507699126176995	0.16507699126176995	enet	2	1
G46-G49	G46	G49	0.16290780786902845	0.16290780786902845	enet	2	1
G10-G49	G10	G49	0.16258581874311653	0.16258581874311653	enet	2	1
G36-G42	G36	G42	0.16114624862377333	0.16114624862377333	enet	2	1
