gene	t0_rep4	t1_rep4	t2_rep4	t3_rep4	t4_rep4	t5_rep4	t6_rep4	t7_rep4	t8_rep4	t9_rep4	t10_rep4	t11_rep4	t12_rep4	t13_rep4	t14_rep4	t15_rep4	t16_rep4	t17_rep4	t18_rep4	t19_rep4	t20_rep4
G1	-0.188248780952	-0.146479880952	-0.117485280952	-0.103587480952	0.0346182190476	0.112028919048	0.269048419048	0.180229419048	0.169180619048	0.167325319048	0.258752119048	0.190528119048	0.207747219048	-0.0548795809524	-0.0998470809524	-0.0911438809524	-0.0916882809524	-0.133554180952	-0.148984280952	-0.183472080952	-0.230087580952
G2	0.0334727428571	0.0117310428571	-0.0502070571429	-0.0837320571429	-0.111224857143	-0.104876657143	-0.0555019571429	-0.0540498571429	-0.0381542571429	-0.00673525714286	0.101092642857	0.00235574285714	-0.0144840571429	0.0534023428571	0.107280142857	0.0911101428571	0.0174893428571	0.0186800428571	0.0252273428571	-0.00271045714286	0.0598349428571
G3	0.0400784809524	-0.0431375190476	-0.0434738190476	-0.0547348190476	0.000342180952381	-0.00683821904762	0.0466759809524	-0.0537758190476	0.00862098095238	-0.0186913190476	0.0733678809524	0.00210808095238	0.153749280952	0.0490791809524	-0.0217140190476	-0.121570619048	0.100050480952	0.0556780809524	-0.0449732190476	-0.0631167190476	-0.0577245190476
G4	-0.0334661333333	-0.0691132333333	-0.129287833333	-0.115584433333	-0.104829933333	-0.120280633333	-0.0382079333333	-0.0327024333333	-0.0597449333333	0.00266826666667	-0.0774405333333	0.0155718666667	0.0821988666667	0.305568266667	0.178437566667	0.125315366667	-0.0246993333333	0.122920566667	-0.0141868333333	0.0453007666667	-0.0584373333333
G5	0.0365984333333	-0.00673526666667	-0.125918966667	-0.186844966667	-0.155487166667	-0.173725366667	-0.239561766667	-0.167260466667	-0.217376866667	-0.209151066667	-0.0719535666667	0.0415512333333	0.209849733333	0.166325033333	0.175897833333	0.116982533333	0.114919333333	0.157389133333	0.178219133333	0.191374233333	0.164908833333
G6	-0.025305352381	-0.034126852381	-0.022454652381	0.00646764761905	0.031559847619	-0.012465152381	0.029021947619	0.058633847619	0.105770147619	0.031969347619	0.029573147619	0.029854647619	-0.016089952381	-0.012399452381	-0.029433752381	-0.012468952381	-0.016350952381	-0.022287752381	-0.028280852381	-0.048878252381	-0.042308652381
G7	0.109619033333	-0.0382872666667	-0.156346966667	0.0120259333333	-0.0481203666667	0.0413820333333	0.159872433333	-0.0219118666667	-0.127995766667	0.0906172333333	-0.0105217666667	-0.0532444666667	-0.0951893666667	-0.0885449666667	0.00720063333333	-0.0116943666667	0.128171233333	-0.0665057666667	0.175082833333	0.0256853333333	-0.0312937666667
G8	0.123824828571	-0.0449570714286	-0.124681471429	-0.174251471429	-0.143429971429	-0.0805603714286	-0.133989971429	-0.173394871429	-0.133509471429	-0.173064671429	-0.133261771429	0.0527351285714	0.129546828571	0.0881171285714	0.122041128571	0.0689164285714	0.228206328571	0.190858628571	0.134490228571	0.0431683285714	0.133196128571
G9	0.00526369047619	0.0186511904762	0.00927099047619	0.00468769047619	-0.00509390952381	-0.00069820952381	-0.00609910952381	-0.00211170952381	-0.00949610952381	-0.00922690952381	-0.00740760952381	-5.72095238095e-05	-0.00173970952381	-0.00347620952381	0.0122576904762	3.83904761905e-05	-0.00246510952381	-0.00651000952381	0.0125225904762	-0.00488690952381	-0.00342350952381
G10	0.00419998095238	-0.0631131190476	0.178326280952	-0.0995260190476	-0.0117100190476	-0.122359419048	-0.0485878190476	0.0235515809524	-0.000525719047619	0.0748183809524	0.0759529809524	-0.0663694190476	-0.00516811904762	-0.0446295190476	-0.00426641904762	0.00271928095238	-0.0876007190476	-0.0181123190476	0.0961357809524	0.0991993809524	0.0170649809524
G11	-0.040543752381	-0.034736552381	-0.019662452381	-0.010288352381	-0.012682352381	0.000784747619048	0.023434647619	0.00504294761905	0.064030947619	0.076922047619	0.035439847619	0.089240047619	0.028403547619	-0.011098852381	-0.024326052381	-0.031142952381	-0.011792852381	-0.046759152381	-0.023360352381	-0.022550852381	-0.034354252381
G12	-0.15814227619	-0.10131977619	-0.0537960761905	-0.0192821761905	-0.0132517761905	0.0436560238095	0.15685992381	0.0606720238095	0.0307462238095	0.18862572381	0.16259282381	0.12007052381	-0.00115267619048	-0.0248949761905	-0.0481499761905	-0.0145253761905	-0.00605777619048	-0.15777297619	-0.0515732761905	-0.0586124761905	-0.0546916761905
G13	-0.00143124285714	-0.00964604285714	-0.0143375428571	-0.00576704285714	-0.0122717428571	-0.00843504285714	-0.00351884285714	-0.00134564285714	0.0499826571429	-0.000648342857143	0.00690515714286	-0.00800494285714	0.0202466571429	-0.0159016428571	-0.0151174428571	0.0241720571429	-0.00772844285714	0.0153937571429	0.00375585714286	-0.00333864285714	-0.0129635428571
