Cause-Effect	Cause	Effect	Test	Lag	Weight1	AbsWeight1	Coef1	Weight2	AbsWeight2	Coef2	Weight	AbsWeight	Coef
G46-G57	G46	G57	enet	2	-0.4088335321389462	0.4088335321389462	1.0	-0.017793205253155916	0.017793205253155916	2.0	-0.4088335321389462	0.4088335321389462	1.0
G21-G98	G21	G98	enet	2	-0.37288136383330894	0.37288136383330894	1.0				-0.37288136383330894	0.37288136383330894	1.0
G41-G51	G41	G51	enet	2	-0.35985915297725507	0.35985915297725507	1.0	-0.10444696338322207	0.10444696338322207	2.0	-0.35985915297725507	0.35985915297725507	1.0
G37-G29	G37	G29	enet	2	-0.3585696582890958	0.3585696582890958	1.0	-0.2607500242292491	0.2607500242292491	2.0	-0.3585696582890958	0.3585696582890958	1.0
G70-G56	G70	G56	enet	2	0.3180488669047335	0.3180488669047335	1.0				0.3180488669047335	0.3180488669047335	1.0
G46-G37	G46	G37	enet	2	0.2828730616637419	0.2828730616637419	1.0	0.0942136397322514	0.0942136397322514	2.0	0.2828730616637419	0.2828730616637419	1.0
G21-G26	G21	G26	enet	2	-0.2779761784541621	0.2779761784541621	1.0	0.01667958630430377	0.01667958630430377	2.0	-0.2779761784541621	0.2779761784541621	1.0
G63-G79	G63	G79	enet	2	-0.2717011130983566	0.2717011130983566	1.0	-0.15253067522699784	0.15253067522699784	2.0	-0.2717011130983566	0.2717011130983566	1.0
G46-G53	G46	G53	enet	2	0.2678946788433307	0.2678946788433307	1.0	0.04303601386933056	0.04303601386933056	2.0	0.2678946788433307	0.2678946788433307	1.0
G21-G99	G21	G99	enet	2	-0.2674382327228366	0.2674382327228366	1.0	-0.0553000796287771	0.0553000796287771	2.0	-0.2674382327228366	0.2674382327228366	1.0
G90-G83	G90	G83	enet	2	0.2650816555418537	0.2650816555418537	1.0				0.2650816555418537	0.2650816555418537	1.0
G44-G43	G44	G43	enet	2	0.2645615934104652	0.2645615934104652	1.0				0.2645615934104652	0.2645615934104652	1.0
G57-G49	G57	G49	enet	2	-0.2606341642467492	0.2606341642467492	1.0	-0.0798769088966164	0.0798769088966164	2.0	-0.2606341642467492	0.2606341642467492	1.0
G46-G47	G46	G47	enet	2	0.25808365184238014	0.25808365184238014	1.0	0.14010548472978404	0.14010548472978404	2.0	0.25808365184238014	0.25808365184238014	1.0
G43-G44	G43	G44	enet	2	0.25477002667747406	0.25477002667747406	1.0	0.15638612923397047	0.15638612923397047	2.0	0.25477002667747406	0.25477002667747406	1.0
G23-G24	G23	G24	enet	2	0.2520258875930189	0.2520258875930189	1.0				0.2520258875930189	0.2520258875930189	1.0
